URL,Timestamp,Title,Content
https://www.speakev.com/threads/my-verdict-on-the-charging-situation-on-orkney-fiat-500e-road-trip.178803/post-3466815,2023-07-14T17:37:48-0400,My verdict on the charging situation on Orkney - Fiat 500e road trip,"We spent 12 days out of 143 during the Fiat 500e EV road trip in Orkney.
Watch the full length video to see the best places we visited on the beautiful islands: 

My verdict on the charging situation on the Orkney Islands: mediocre.
Especially when you compare it to the situation in Shetland where charging is much easier and more rapid chargers are well distributed.

In the Orkney Islands, however, you are better off taking the electric vehicle only on the Orkney mainland.
Stromness, Kirkwall, Finstown, St Margarets Hope and Dounby have some rapid chargers (and they work!). And a couple of 22kW chargers on the mainland.
However, the other islands have no chargers at all! Not even a slow charger...

Saying that, we took a day trip to Westray with a fully charged battery, which was not a problem thanks to the short distances on this island. I suppose you can do the same with the Isle of Hoy.

After all, we never had charging problems, never range anxiety, never an almost empty battery. So on the mainland it wasn't too bad if you get yourself organised and don't wait until the last minute/percentage to recharge.

Follow our road trip live. We travel until the end of September 2023:








						EV PHOTO TOUR 2023 | FindPenguins
					

10,000 miles. 10 countries. 192 photo spots. All electrical with the Fiat 500e. Read the journal for EV road trip tips, photo spots and vegan food experiences.




findpenguins.com"
https://www.speakev.com/threads/thinking-about-shipping-our-2013-fiat-500e-to-the-uk-am-i-nuts-oops-posting-this-again-in-the-correct-forum.154859/post-2921102,2023-08-03T08:50:29-0400,Thinking about shipping our 2013 Fiat 500e to the UK - am I nuts? (Oops - posting this again in the correct forum),"I enjoy driving our little Fiat 500e over in California and feel one of these would make a perfect runabout when we are over in the UK. Most of the non EV parts are standard Fiat 500 so in theory it shouldn't be too expensive to maintain standard wear items, tyres, brakes, wipers etc. Some inexpensive reliable Fiat 500e 2013 models here in California can be found for less than $5000. Looking at the cost to ship from the US to the UK should be less than $1000 according to : How Much Does Shipping a Car Overseas Cost? - CostHelper

Once this pandemic has declined, I'm sorely tempted to buy another 500e then pack up our current 500e for the UK but not sure about the current UK car inspection requirements. Looking at the VAT impact it should be zero as it has been owned by us outside the EU (if that even matters anymore) for almost two years. Essentially everything except the drive train and some of the trim is standard Fiat 500 especially safety elements so I would think there would be no additional inspection items required?

Here's an example of a 2016 500e for $5991 https://www.cars.com/vehicledetail/detail/828502330/overview/

Any thoughts - or am I totally crazy?"
https://www.speakev.com/threads/fiat-500e-la-prima-beep-when-locked.164297/post-3128501,2022-09-12T08:02:35-0400,"Fiat 500e La Prima "" Beep when locked""","Hiya. 

We have just had delivered a new Fiat 500e La Prima, which we love. But some how i have activated a setting where the car beeps the horn when locking. Scanned the handbook etc but cant find the answer.  Any ideas? Thanks"
https://www.speakev.com/threads/fiat-500e-service-intervals.161810/post-3074187,2021-09-07T05:44:21-0400,Fiat 500e service intervals,"Hi,
We are close to ordering a new fiat 500e, but I am interested in the service intervals and cost.  The dealer are saying the intervals are every 12 months or 9000 miles..?  Is this correct for an electric car.?  Surely there is nothing much to service as it has very little moving parts.?
 If anybody has knowledge of this any information would be appreciated."
https://www.speakev.com/threads/fiat-500e-service-intervals.180429/post-3505020,2023-10-01T10:34:14-0400,FIAT 500e Service Intervals,"My rented 500e is one year old today. I got it in January, seemingly new, with only delivery mileage. As it’s my responsibility to organise servicing (although I don’t pay for it), does anyone know the intervals. Is it due it’s first one now?"
https://www.speakev.com/threads/note-reposted-in-fiat-forum-not-sure-how-to-delete-move-super-cheap-nice-ev-thoughts-on-importing-a-left-hand-drive-fiat-500e-is-it-viable.154858/post-2921100,2020-11-19T04:45:28-0500,[Note: Reposted in Fiat Forum - not sure how to delete/move] Super cheap nice EV - thoughts on importing a left hand drive Fiat 500e - is it viable?,"I enjoy driving our little Fiat 500e over in California and feel one of these would make a perfect runabout when we are over in the UK. Most of the non EV parts are standard Fiat 500 so in theory it shouldn't be too expensive to maintain standard wear items, tyres, brakes, wipers etc. Some inexpensive reliable Fiat 500e 2013 models here in California can be found for less than $5000. Looking at the cost to ship from the US to the UK should be less than $1000 according to :  How Much Does Shipping a Car Overseas Cost? - CostHelper 

Once this pandemic has declined, I'm sorely tempted to buy another 500e then pack up our current 500e for the UK but not sure about the current UK car inspection requirements. Looking at the VAT impact it should be zero as it has been owned by us outside the EU (if that even matters anymore) for almost two years. Essentially everything except the drive train and some of the trim is standard Fiat 500 especially safety elements  so I would think there would be no additional inspection items required?   

Here's an example of a 2016 500e for $5991 https://www.cars.com/vehicledetail/detail/828502330/overview/

Any thoughts - or am I totally crazy?"
https://www.speakev.com/threads/fiat-500e-steering-not-as-light-as-expected.175448/post-3386413,2023-07-12T09:28:02-0400,FIAT 500e Steering Not as Light as Expected,"Had a new 500e for two weeks now and was expecting the steering to be lighter, especially at low speed.

A fellow ONTO subscriber has just received his, and is saying the same thing. Also, he has noticed small oil leaks next to each wheel.

What is the procedure for linking the app to the vehicle?

Any comments from existing owners/drivers will be greatly appreciated!"
https://www.speakev.com/threads/hello-from-rosewell.183388/post-3572938,2024-02-25T16:51:41-0500,Hello from Rosewell,"I am rather a senior’. But like to be an early adopter.  I have driven all electric for nearly 11 years.  My first EV,  a Smart Fortwo, was much loved.  Her only drawback was that especially in the winter I only got 45-48 miles when full.  I now have a Fiat 500e - also enjoyable but less quirky and I have more battery capacity.  I look forward to following the posts here."
https://www.speakev.com/threads/need-fiat-500e-2013-csc.179527/post-3484454,2023-08-17T13:11:01-0400,Need Fiat 500e 2013 CSC,"Hi, where can I buy a Fiat 500e Cell Supervision Circuits?
My car blew 7 out 9 circuits and I need to replace them."
https://www.speakev.com/threads/brand-new-fiat-500e-with-%C2%A312-300-00-discount.180569/post-3508194,2023-10-08T06:28:47-0400,Brand new Fiat 500E with £12 300.00 discount,When you think that everybody moaning about Tesla slashing prices... Arnold Clark group is offering brand new (pre reg) 42kWh Fiat 500E in top spec (La Prima) with £12K discount .... 😲
https://www.speakev.com/threads/500e-as-rental-car.173871/post-3349693,2022-12-02T17:07:41-0500,500e as rental car?,"The Fiat forum looks quiet, so just a short post here to see if I can catch some advice.

We've been offered a 500e as a rental car, but would like to know if it will cover my wife's daily 100 mile round trip commute at 60-70mph all the way, heating on, etc.

Our Zoe uses about 40kWh to do that in today's weather so the Fiat's 42kWh battery seems a bit tight unless its efficiency is better than the Zoe.

Thanks for any advice!"
https://www.speakev.com/threads/fiat-app-do-i-need-to-pay-for-connect-plus.183992/post-3587605,2024-04-17T18:34:43-0400,Fiat App - do I need to pay for Connect Plus?,"Hello,

I picked up this 2023 Fiat 500e Icon edition yesterday, and want to get it working with the Fiat app. I have done this, but while the car shows up, it doesn't show very much. I appear to have a'Connect ONE' subscription until 2033, but wonder if I have to buy the Connect PLUS annual sub in order to see such info as battery state of charge etc.?

Can anyone please advise?

Cheers,

Eugene"
https://www.speakev.com/threads/fiat-500e-good-first-ev.176609/post-3413843,2023-08-09T15:00:56-0400,Fiat 500e - good first EV?,"We’re thinking of replacing my wife’s 2011 toyota verso S with an EV as it should suit her low mileage (circa 3k per year). We’re thinking of the fiat 500 electric as the icon 42kWh versions are currently circa £20k used for a 2022 model low mileage (<10k miles).

I thought I’d ask opinions on it and if it’s a good choice."
https://www.speakev.com/threads/new-fiat-500e-was-keyed.134498/post-2521576,2019-02-13T10:01:45-0500,New Fiat 500e Was Keyed,"I just bought a Fiat 500e and I love it. I live in Provo and there are public charge points everywhere. Last night, the day after I bought the car, it was keyed by someone straight to the metal. I live in a rather good part of town and it was in a private drive for the night. Unfortunately, I have to park on the street most of the time and the car is bright orange. I learned due to gentrification there is a huge anti-tech sentiment here akin to San Francisco. I've bought a camera and switched up my insurance but that doesn't help for the damage already done. What on Earth could I do to prevent this from happening again? Is it safe to leave it at public charging ports? What if they do something worse like snapping the charge port while unattended?"
https://www.speakev.com/threads/fiat-500e-2021-passion.164492/post-3132537,2022-02-08T17:05:43-0500,Fiat 500e 2021 (Passion),"just got a brand new 500e (passion model) and i have the app and can turn lights on, switch climate on etc ... should it also show tyre pressures, currently battery levels etc ... ? like it does on the advert ? 

any help would be greatly appreciated as i am pulling my hair out .... and the dealership are about as much use."
https://www.speakev.com/threads/500e-as-rental-car-anything-to-watch-for.173870/post-3349676,2022-12-02T11:00:41-0500,500e as Rental Car - anything to watch for?,"Hi,
I normally drive a Zoe but it's going off the road today, possibly for some time, for a repair. I've been offered a Fiat 500e as a replacement, It's possibly the 42kWh version, but I don't know if other sizes are available - the garage quoted a 160 mile range but the Fiat website says ""up to 199"".

I'm just wondering if there's any ""gotchas"" about having a different car temporarily, eg.

1. My wife does a 100 mile round trip commute at 60-70mph. Will the car need charged to get back home? At this time of yea our Zoe uses around 40kWh to make that journey.

2. Does the Fiat have standard (type 2) home charging? We have a Zappi at home.

3. Is the Fiat CCS for fast charging?

Anything else we should watch out for?"
https://www.speakev.com/threads/alloy-wheels-on-fiat-500e-la-prima.166118/post-3168570,2022-01-23T14:44:43-0500,Alloy Wheels on Fiat 500e La Prima,"Hi all 
I’m a first time car owner and got myself the Fiat 500e. 
I really love it but everything being so tight in London and me not being the best at parking I scratched badly my wheel today. You can imagine how gutted I was for my brand new car 

So I wanted to ask - do you normally fix yours as soon as damaged?
Shall I take it where I bought it from to fix or just find someone locally to repair? 
Is there any type of protection I can add to avoid dents and scratches?
Thanks"
https://www.speakev.com/threads/500e-test-drive.158624/post-3005122,2021-04-24T16:57:29-0400,500e Test Drive,"After being interested in the 500e for quite a while, I was finally able to have a test drive last week at my local Fiat garage. Looks like I was the first to try it, as it only had 8 miles on the clock!

In general the car is a real quantum leap over the old 500. I always loved the look of the old 500, and actually bought one in 2009. However I sold it soon after as it was pretty crap to drive. This new electric model improves on the old car in pretty much every conceivable way.

Positives:

Looks great in the metal.
Finally a good driving position in a 500! Lots of adjustment in the seat and steering wheel. You can sit noticeably lower compared to the old 500.
The central display in the La Prima I drove was responsive and crisp, wireless CarPlay worked faultlessly.
Radar cruise and auto lane hold worked very well.
Performance felt decent. Nippy away from the lights.
Amazing turning circle!
I didn't have time to fully test the efficiency, but it seemed pretty good. Range was stated at 160 miles at 100% when I first got in, I drove for 13 miles at a stated 4 mi/kwh on a mixture of motorway and town driving and got back with 7% used and 147 miles left on the GOM. 

Negatives

Although the interior looks great, there are a few bits where the materials feel cheap.
The ride was generally good, but it tended to thump over serious bumps. Nowhere near as bad as the old 500 though.

Overall I really liked it! It's a pity I couldn't keep it for longer to really see what the efficiency is like and what it's like to live with. I'd also be interested to see what deals are available, at the right price it could be a really compelling package!"
https://www.speakev.com/threads/fiat-500e-set-time.185849/post-3631000,2024-07-04T09:55:21-0400,FIAT 500e set time,"Hi
I have the following issue:
1. If I uncheck the ""sync GPS"" sometime the time goes wild, randomly changing to a random time (after turning on)
2. I try to uncheck the sync with GPS, set the time, and check the sync with GPS again. What happens is that the time goes back one hour. I guess its because the system doesn't have the option to set daylight saving and I am @ GMT+2.

Any ideas?
Thanks"
https://www.speakev.com/threads/2020-fiat-500e.148102/post-2794549,2020-03-14T04:26:30-0400,2020 Fiat 500e,"New 500e motor1 article


























42 kWh battery
88kW motor
85kW DC CCS charging speed
199 miles WLTP range
First Edition price before incentives €37,900(!)

They’ve gone to the annoyed cat school of design but otherwise looks pretty much the same. Good specs and I’m sure post-launch trims will be cheaper. Decent mini alternative"
https://www.speakev.com/threads/fiat-500e-any-info.10625/post-155003,2015-08-07T11:25:57-0400,"Fiat 500e, any info?","The Fiat 500e looks a fantastic little EV with a decent circa 100 mile range and 4 hour home charging.

Sadly it's only available in California and Fiat don't want you to buy one as they're making a loss!

Does anyone know if Fiat plans to bring it over the pond?"
https://www.speakev.com/threads/fiat-500-e-road-trip-5-months-8-000-miles.175981/post-3398606,2023-03-07T13:48:32-0500,"Fiat 500 e road trip - 5 months, 8,000 miles","We will soon start our 5 month EV road trip from Italy to Germany, The Netherlands, Northern England, Scotland, all Scottish Islands (like Orkney, Shetland etc.), Northern Ireland, Wales and Ireland. And back.

8000 miles. 10 countries. 192 photo spots. All electrical with the Fiat 500e. 

We are very excited!
We already did a tour from Italy to the UK for a month last year (everything went very well) and this year we want to top that.
We want to show - the 500e is more than a shopping car!

But of course an EV driver on a road trip needs so much more preparation than with a conventional car. That's why I've opened a travel journal and although we're not on the road yet, I'm already posting important steps, tips and advice for preparation. How to plan, where to charge, which apps in which country etc.
Read/follow if interested:
EV PHOTO TOUR 2023 | FindPenguins

I can't wait to start the journey!
What are your experiences? Do you already have a long EV road trip behind you?

Joana"
https://www.speakev.com/threads/fiat-doesnt-like-transparency.176618/post-3414036,2023-05-24T11:17:25-0400,Fiat doesn't like transparency,"I haven't seen my 500e yet although it stands at the dealership's basement for more than a month now. The car is already registered to my name and I paid the annual tax.
There has been a callback for the batch my car was part of. The dealer can't tell me why because Fiat wouldn't even disclose the exact problem to him.
All Fiat says is it'll send technicians to take care of the problem. If the technicians sent from Turin are currently touring Europe, all I'm left to do is wait."
https://www.speakev.com/threads/4-months-so-far-for-replacement-body-panels-and-still-waiting.176906/post-3420319,2023-08-01T18:12:16-0400,4 months so far for replacement body panels and still waiting,"Our Fiat 500e (red) sustained front body damage on December 31st last year. Car body repairers still waiting for delivery of bonnet and front bumper from Fiat almost 4 months later. Luckily it is still driveable and roadworthy all be it with an unopenable bonnet.  If it had been undriveable it would still be off the road. 
Serious delay issues if you have an accident in one of these."
https://www.speakev.com/threads/2021-fiat-500e.153023/post-2880582,2020-10-26T09:00:33-0400,2021 Fiat 500e,"Apologies if I've missed a thread on this, but I couldn't find one.

The new Fiat 500e has been revealed and to me it looks like a very appealing prospect. Good looks, a much better interior than the current 500 and decent specs (including a 42kWh battery).









						All-Electric Fiat 500 Review 2022
					

Read the definitive All-Electric Fiat 500 2022 review from the expert What Car? team. Check specs, prices, performance and compare with similar cars.




www.whatcar.com





The prices sound keen and I think it would make a great alternative to the Mini Cooper SE and Honda e."
https://www.speakev.com/threads/fiat-500e-2020-youtube-reviews.154762/post-2919555,2020-11-21T09:21:03-0500,Fiat 500e (2020) - Youtube Reviews,"Noticed that quite a few initial reviews of the new electric Fiat 500 are now on Youtube from the German reviewers.

The most interesting one that I came across is linked below (links jumps to charging section), however due to its length the auto generated closed captions aren't available.

Key take aways from the linked video at the 150kW Charger

Car plugged in at 7% - Initial charge rate of 82kW
26 Minutes to 81% - At 81% Charge rate of 42.5kW with 27.7 kWh delivered in that time
42/43kW until 85%, seems as though it is a staircase shaped charge curve
At 85% charge rate drops to 13kW
Around 29 minutes from 7% to 85% - 29.4 kWh delivered in that time



Another German review of the car with auto-generated closed captions available"
https://www.speakev.com/threads/fiat-500e-control-radio-on-steering-wheel.169915/post-3253888,2022-06-05T05:06:56-0400,Fiat 500e control radio on steering wheel,"Hi, does anyone know how to change the settings so when I use the steering wheel controls to skip to next station on dab it will go through my presets? At the moment when I go up or down it is going by the channel number not my presets.
Thank you in advance"
https://www.speakev.com/threads/500e.171401/post-3289994,2022-08-16T15:09:04-0400,500e,Hi... can anyone advise please... my wife loves the 500 .. we've had 3 and now are thinking to go electric... test driven 2 at 2 showrooms ... the only thing that's stopping us ordering is a possible issue with the brakes... on both demonstrater cars when at really low speed.. as if in traffic and creeping forward.. the brakes make a horrendous squeaking sound... it happened on both demo cars... the sales guys both said it had never been heard before and FIAT have no reported issues with this problem... but when I researched it online there were a few review websites who mentioned this issue a while back... the main one being a carwow review by Mat Watson... can anyone who had bought a new 500e in the last 6 months please confirm or deny if they've had any such noise on their electric 500e ? It's the only thing that's stopping us ordering one... but if those demo cards were mine and I sat in traffic day after day with that squeaking every time ..I would go mad... thanks for any help
https://www.speakev.com/threads/zappi-schedule-not-working-with-fiat-app.183389/post-3572960,2024-03-07T19:17:41-0500,Zappi schedule not working with Fiat app,"I now have low rate electricity overnight.
1) I tried to set up a charging schedule on the Fiat app and have Zappi on Fast. Result immediate charge
2) I tried to delete ALL settings in Fiat app and set up Zappi as the scheduled charging .  Result exactly the same!
3) I now get up and manually put the charger on -
We have intelligent octopus (My husband’s car is the designated car (Volvo XC40) with its own charger. So I am just using it as a piece of the home equipment!

any advice please"
https://www.speakev.com/threads/charging-in-lewis-and-harris-and-in-skye.179430/post-3482050,2023-08-22T12:47:06-0400,Charging in Lewis and Harris (and in Skye),"CHARGING PLACES IN LEWIS & HARRIS
(plus the recent charging situation for the Isle of Skye)

Part of my 143 day EV photo tour with the Fiat 500e was to the Isle of Lewis and Harris.
I've summarised my experience and advice on EV charging in the Outer Hebrides (plus a quick recap of the situation in Skye).

If you want to watch the video of this part of the tour, you can do this here:


Or you can read the blog:








						Photo Guide for Lewis and Harris, Outer Hebrides, Scotland
					

Both Lewis and Harris, part of the Outer Hebrides, make a great road trip for your EV and are particularly fascinating to see through a camera lens! If you want to find the best photo spots on Lewis and Harris, look no further - I've listed them all for you! From sea stacks to historical sites...




www.joanaimages.com




With photos of chargers etc.

Charging your electric vehicle is not always easy in the Outer Hebrides. There are only two rapid charging stations in Lewis and Harris (50kW), one in Lewis (Stornoway) and one in Harris (Tarbert). At Stornoway we faced hour-long queues, especially when a ferry arrived. We have often decided that it makes more sense to charge on a slower 22kW charger but use the charging time to eat or do something else.

In Tarbert it was a bit easier. When we were on the island (July 2023) charging was still free, but we were already seeing a new charging point that was about to go live. And once that's online, it won't be free anymore.

There are a few 22kW chargers across the island. If you drive a lot, I would recommend planning your charging stops accordingly.

Some are located next to the village cafe and I think it's only fair to contribute to the community by enjoying a cup of coffee or tea or even by having lunch there while charging.

For example, we did that at the Uig community center which is great when you want to go to the Mangersta Stacks.
And in Breaclete, which is very convenient to visit Great Bernera with your electric vehicle.

If you want to see North Lewis there is a charging station near Eoropie Beach which is great for visiting the beach but also Butt of Lewis, Port Stoth etc. However, nothing to do at this charging station, it is located on school grounds (albeit open to the public), so waiting for the car to charge at 22kW is no fun.

Luckily our Fiat 500e only takes 2 to 2.5 hours (on the fastest charge setting) from empty to 100% and we usually stop when it's at 40% and we know we won't have a rapid charger. In 1 to 1.5 hours we're done with a full charge and usually combine this with a packed lunch (picnic tables are all over the island).

But I know some cars don't pick up the juice that quickly and I've heard of some Zoe drivers taking two hours to charge 20% at those charge points - that sucks!

In Harris there is a 22 kW charger down South in Leverburgh, next to the ferry terminal.
But to be fair - the distances in Harris are so short and sooner or later you will be back in Tarbert with two 22kW chargers and one rapid charger, which will suffice.

One piece of urgent advice: check the ChargePlaceScotland app regularly to make sure the charging point you are trying to charge to is working! They seem to go out of service on a regular basis and it's no fun being stuck in a remote location with no e-juice and no alternative charging point!

Don't forget your CPS RFID card, the old charging stations don't accept charging via app (if you have mobile phone reception anyway...).

Another tip, if you are catching the ferry from Tabert to Uig on the Isle of Skye on the way back, make sure you fully charge your car in Tabert - the charging situation in Skye is dire, when we were there there was NONE RAPID CHARGER at all and only one 22kW charger with one socket in Portree.
The nearest charging points are all near the Skye Bridge as you exit the island.

All other EV chargers are out of order and we have met some EV drivers who have cancelled their stay in Skye and turned around due to the poor charging situation.
Skye got a really bad reputation for that, and while people usually love Skye, mass tourism, inflated prices and the lack of working charging points seem to be changing that at the moment.

It almost seems like a method of trying to get rid of EV drivers. Is this a way to reduce overtourism?!?

So charge to 100% in Tarbert or you won't be able to drive through Skye to get home!!!"
https://www.speakev.com/threads/charge-to-80-or-100.181920/post-3538766,2024-01-11T08:10:02-0500,Charge to 80% or 100%,"Just got a fiat 500e la prima 73 plate.

Bit confused about charging.

Should I always charge to about 80% and maybe once a month charge to 100% to balance the battery, is this necessary.

I had my Nissan leaf and this is how I used to charge, the battery was in good condition!

Also, I intend to drive in range mode but I've heard it's best to drive in normal mode every so often to help the brakes.

Opinions please, thanks"
https://www.speakev.com/threads/anyone-in-uk-have-500e-and-warning-lights-and-issues.173894/post-3350137,2024-01-24T14:37:44-0500,Anyone in UK have 500e and warning lights and issues,"I've posted this in the fiat 500 forum with more info about my problemsjuat thought I'd post this here as it may get seen more.....




Hi there, I have a 500e icon on lease and it was all going good untill a month ago I kept getting a onscreen warning saying something is wrong with the passenger airbag and the SOS assistance.

I called fiat and they said take it to my local dealer but I didn't have time as it's 16 mile away and I go to work. But then as of  a couple of week ago I was sometimes getting a seatbelt warning symbol and sound and it seemed to only happen when I was turning left lol....I tried to pull on the seatbelt in different directions and where it clips in to recreate the warning but it never happene donly when I drive and turn left.

And now I keep getting all those warning but no it says one pedal driving unavailable and to use the normal break...and yep in range and Sherpa when this wanting happens I take foot of accelerator and the car keeps going...no refen breaking

Just drove from work tonight and I had to drive 5 mile with all these warnings going off. I stopped my car twice turned it off but still happened.

I've had the car since may I think it is...end of April start of may.

And to top all that off last week lifting my boot lid I heard something rolling around inside my boot door/lid...where inside the boot you have that odd plastic that's coated in material covering the boot lid/door internals it sounds like sometjings come off inside there and rolling around when I'm driving or opening the boot.

I have a feeling fiat will tell me to take it to my dealer but it's under warranty but I need a car to get to work and back so it's not like I can leave my car with them longer than 4 to 5 hours as I start work at 3pm."
https://www.speakev.com/threads/how-much-are-granny-cables-and-can-you-use-any.166553/post-3177658,2023-08-17T14:13:20-0400,How much are granny cables and can you use any,"Hey so ordered a fiat 500e icon, I can't afford a home wall box for the moment as they are expensive for me, I do not drive far, so planned on using local fast chargers every now and again and Did plan on using the granny cable for a bit of top up over night which all would do me untill I can afford a wall box.

But just messaged lease company to ask what cables come and said just the type 2 which you use for wall boxes and public chargers where you use your own cable.

No granny charger they said ..how much are these and can you get any as long as it's the correct end?

I have a feeling they are expensive :/ shame I could not get one for free like other cars...I may have to do without if they are alot"
https://www.speakev.com/threads/is-there-a-longer-range-fiat-500.182109/post-3543101,2023-12-23T04:43:22-0500,Is there a longer range fiat 500,"Just been looking on the fiat website which I find hard to navigate. It looks like there is a fiat 500e la prima with a larger range.

Electric range (city) miles (km)
275.3 (443)

Am I reading it wrong??"
https://www.speakev.com/threads/roof-rack-for-fiat-500e.172048/post-3306962,2023-08-30T17:48:51-0400,Roof rack for Fiat 500e,"Hi all, does anyone know if there are any roof racks that fit the new 500e? I looked everywhere online but couldn’t find anything. I wanted something decent looking like THULE."
