Date,URL,Title,Comment
Saturday 22nd April 2023,https://www.pistonheads.com/gassing/topic.asp?h=0&f=23&t=2031582&i=20,RE: Jaguar announces electric four-door GT for 2025,"Mouse Rat said:
 The problem is with manufacturers going electric they all have the same type of engines, layout, batteries, power converters etc.So smaller differences between a £100k Jag/ Merc EV and a £40k Kia / VW EV. They will all be nippy, smooth, quite and relaxing with the same characteristics. So hard to justify paying a premium.  Whereas the difference between a V8 Jag / Merc and 1.6 4pot Kia/Ford is more luxury over consumable product in what you got for the money and easier to justify a larger price premium. Edited by Mouse Rat on Friday 21st April 16:14
This is certainly one thing we will lose. Currently the engine in any given car makes up a large part of that car's character, as a petrolhead you care what's under the bonnet. Eventually though, we will care as much about the motor powering our car as we do about the one in our washing machine."
Saturday 22nd April 2023,https://www.pistonheads.com/gassing/topic.asp?h=0&f=23&t=2031582&i=20,RE: Jaguar announces electric four-door GT for 2025,"Mouse Rat said:
 The problem is with manufacturers going electric they all have the same type of engines, layout, batteries, power converters etc.So smaller differences between a £100k Jag/ Merc EV and a £40k Kia / VW EV. They will all be nippy, smooth, quite and relaxing with the same characteristics. So hard to justify paying a premium.  Whereas the difference between a V8 Jag / Merc and 1.6 4pot Kia/Ford is more luxury over consumable product in what you got for the money and easier to justify a larger price premium. Edited by Mouse Rat on Friday 21st April 16:14
Hasn’t stopped a lot of very luxurious EVs being sold. That’s very old school thinking anyway - V8s in posh products haven’t really been a thing for some time now"
Wednesday 10th May 2023,https://www.pistonheads.com/gassing/topic.asp?h=0&f=23&t=2031582&i=20,RE: Jaguar announces electric four-door GT for 2025,"In general, Jaguar has been a synonymous with great performance saloons for decades. I have no idea what kind of head  carambolage is required to discontinue a nearly finished EV Xj or a brand's flagship. I wouldn't be surprised if the turning point for the brand's survival has already passed."
Wednesday 10th May 2023,https://www.pistonheads.com/gassing/topic.asp?h=0&f=23&t=2031582&i=20,RE: Jaguar announces electric four-door GT for 2025,"EVOTECH3BELL said:
 Good news for jobs in the UK. Especially those at the Engine Manufacturing Centre.Um….I’m not quite sure how many new jobs will be created at an engine manufacturing centre, when the company in question is making purely electric cars…"
Wednesday 10th May 2023,https://www.pistonheads.com/gassing/topic.asp?h=0&f=23&t=2031582&i=20,RE: Jaguar announces electric four-door GT for 2025,"Ingo hj said:
 In general, Jaguar has been a synonymous with great performance saloons for decades. I have no idea what kind of head  carambolage is required to discontinue a nearly finished EV Xj or a brand's flagship. I wouldn't be surprised if the turning point for the brand's survival has already passed.Unfortunately they needed the volume from the Land Rover estate to make it viable and when LR dropped that it killed the project."
Wednesday 10th May 2023,https://www.pistonheads.com/gassing/topic.asp?h=0&f=23&t=2031582&i=20,RE: Jaguar announces electric four-door GT for 2025,"DonkeyApple said:

Ingo hj said:
 In general, Jaguar has been a synonymous with great performance saloons for decades. I have no idea what kind of head  carambolage is required to discontinue a nearly finished EV Xj or a brand's flagship. I wouldn't be surprised if the turning point for the brand's survival has already passed.Unfortunately they needed the volume from the Land Rover estate to make it viable and when LR dropped that it killed the project. Sorry, what was the Land Rover estate? Can’t find anything on Google?"
Wednesday 10th May 2023,https://www.pistonheads.com/gassing/topic.asp?h=0&f=23&t=2031582&i=20,RE: Jaguar announces electric four-door GT for 2025,"Flumpo  said:
 Sorry, what was the Land Rover estate? Can’t find anything on Google? Google Road Rover. Stupid name."
Wednesday 10th May 2023,https://www.pistonheads.com/gassing/topic.asp?h=0&f=23&t=2031582&i=20,RE: Jaguar announces electric four-door GT for 2025,"GT9 said:

Flumpo  said:
 Sorry, what was the Land Rover estate? Can’t find anything on Google? Google Road Rover. Stupid name.Ah, plenty of results, thanks!"
Wednesday 10th May 2023,https://www.pistonheads.com/gassing/topic.asp?h=0&f=23&t=2031582&i=20,RE: Jaguar announces electric four-door GT for 2025,"Flumpo  said:
 Ah, plenty of results, thanks! Also:https://www.autocar.co.uk/car-news/business/jaguar..."
Thursday 11th May 2023,https://www.pistonheads.com/gassing/topic.asp?h=0&f=23&t=2031582&i=20,RE: Jaguar announces electric four-door GT for 2025,"GT9 said:

Flumpo  said:
 Sorry, what was the Land Rover estate? Can’t find anything on Google? Google Road Rover. Stupid name.That's the chappie.  Jaguar were just riding on the coat tails of that LR plan so when LR binned it the XJ plan does by default."
Sunday 7th May 2023,https://www.pistonheads.com/gassing/topic.asp?h=0&f=247&t=2033933,Am I mad thinking of buying an Ioniq SE electric?,"They're old fashioned, ugly but supposedly efficient and SE spec is well appointed even with cooled/vented seats, I don't need speed as I have a Caterham for that, but shopping and popping on a 100 mile round trip is all it will be used for."
Sunday 7th May 2023,https://www.pistonheads.com/gassing/topic.asp?h=0&f=247&t=2033933,Am I mad thinking of buying an Ioniq SE electric?,If it floats your boat then go for it. I think you could go with any ev on the use case. Worrying about the efficiency to some degree is unnecessary as it’s really only a function of consumption and battery size the results in a given maximum range.
Sunday 7th May 2023,https://www.pistonheads.com/gassing/topic.asp?h=0&f=247&t=2033933,Am I mad thinking of buying an Ioniq SE electric?,"We had one for three years. Good car, if a bit dull.  It’s supremely efficient, magically so. Better than the Tesla Model 3. Cold and speed seem to hardly affect it.A shame Hyundai decided not to bother with a replacement."
Sunday 7th May 2023,https://www.pistonheads.com/gassing/topic.asp?h=0&f=247&t=2033933,Am I mad thinking of buying an Ioniq SE electric?,"We had one as a courtesy car for a few months while our Leaf was being fixed. Really enjoyed having it, good family hatch and really well specced. 5 miles per kWh easily achievable. Probably my only criticisms are the high boot floor/fastback shape impinges on carry space and 50kW max charge rate is a bit old hat now, so longer journeys will be a pain."
Sunday 7th May 2023,https://www.pistonheads.com/gassing/topic.asp?h=0&f=247&t=2033933,Am I mad thinking of buying an Ioniq SE electric?,"ashenfie said:
 If it floats your boat then go for it. I think you could go with any ev on the use case. Worrying about the efficiency to some degree is unnecessary as it’s really only a function of consumption and battery size the results in a given maximum range. With electricity prices as they are, I think efficiency is a very real concern for many people. Increasing efficiency also increases both range and effective charging speed without the need for enormous battery packs."
Sunday 7th May 2023,https://www.pistonheads.com/gassing/topic.asp?h=0&f=247&t=2033933,Am I mad thinking of buying an Ioniq SE electric?,"kambites said:
 With electricity prices as they are, I think efficiency is a very real concern for many people. Increasing efficiency also increases both range and effective charging speed without the need for enormous battery packs. Will depend on your electricity tariff I imagine. For 12k miles per year the difference between a car doing 2.5 miles/kWh and 5 miles/kWh on something like OVO Anytime (10p kWh) is £20 a month.  I appreciate we live in tough times for some but if you can afford to buy an EV in the first place is 66p a day really a concern?"
Sunday 7th May 2023,https://www.pistonheads.com/gassing/topic.asp?h=0&f=247&t=2033933,Am I mad thinking of buying an Ioniq SE electric?,"Good cars but they look too similar to a Prius. There’s nothing wrong with how the Ioniq and the Prius look, except for the taxi connotations. But if it doesn't bother you then the Ioniq is great and a solid choice.Have you checked out the e-Golf? they can be had cheaply and are really quite good value used. You can pick up a second hand Mark 7.5 for about 12 grand, they have a 36kWh battery with a claimed range of 186 miles. They have a rapid charge feature 0-80% in 40 minutes which is reasonable for 12 grand. They’re actually cheaper than ICE golfs now with auto boxes!Edited by V 02 on Sunday 7th May 14:05"
Sunday 7th May 2023,https://www.pistonheads.com/gassing/topic.asp?h=0&f=247&t=2033933,Am I mad thinking of buying an Ioniq SE electric?,"Thanks all, looks are subjective and as I said I do not consider it nice, but it's not to bought to adorn and impress the neighbours, as for tariff, well we live in the sticks, no mobile reception for a smart meter so on tariff that is on our current plan, it will go up in October. I've just read that the Ioniq is the quickest depreciating electric car available, so will have to look at a deal very closely as it might be better to not get one in the long run - yes £££'s overall is important as I'm retired.I haven't looked at the Golf, but weren't they discontinued a number of years ago? I'm looking at a 22/72 plate.https://cardealermagazine.co.uk/publish/hyundai-ioniq-named-as-ev-that-loses-consumers-the-most-among-electric-cars/283398Edited by sherbertdip on Sunday 7th May 16:42"
Sunday 7th May 2023,https://www.pistonheads.com/gassing/topic.asp?h=0&f=247&t=2033933,Am I mad thinking of buying an Ioniq SE electric?,"Bought a 22 plate/4k miles example at a fraction of new price last month, extremely efficient and not as dull as thought it would be- trying to get to 6miles/kwh without annoying anyone is actually quite a good game- although agreed no looker. Boot better than it looks- charging cable and dry bag can go in dip on right and granny charger out of drybag under the floor.Warranty and reliablility and fact planning on keeping as local car for a very long time made it the sensible choice. Planning on minimising the trips that need more than a quick charge as the slow charging is its biggest limitation.  Carefully avoided test driving a model 3 though!"
Sunday 7th May 2023,https://www.pistonheads.com/gassing/topic.asp?h=0&f=247&t=2033933,Am I mad thinking of buying an Ioniq SE electric?,"SWoll said:

kambites said:
 With electricity prices as they are, I think efficiency is a very real concern for many people. Increasing efficiency also increases both range and effective charging speed without the need for enormous battery packs. Will depend on your electricity tariff I imagine. For 12k miles per year the difference between a car doing 2.5 miles/kWh and 5 miles/kWh on something like OVO Anytime (10p kWh) is £20 a month.  I appreciate we live in tough times for some but if you can afford to buy an EV in the first place is 66p a day really a concern?But for someone using public charging at 70p then it will make a material difference. It also halves the frequency of having to find somewhere to recharge, which is nice."
Sunday 7th May 2023,https://www.pistonheads.com/gassing/topic.asp?h=0&f=247&t=2033933,Am I mad thinking of buying an Ioniq SE electric?,"You could consider the i3, Hyundai KONA, Kira Niro, Volkswagen ID.3, Nissan LeafThey all have greater ranges than the Ioniq and will hold their value betterHyundai KONA - 300 miles claimed range . 2021 (21 reg) 36000miles £20,698.00Kia Niro - 282 miles claimed range - 2021 (71 reg) 33000 miles £22,500.00Volkswagen ID.3 - 265 miles claimed range - 2021 (21 reg) 16000miles - £22,500.00Nissan Leaf - 239 miles claimed range - 2021 (21 reg) 21918miles - £18,099.00BMW i3 - 190 miles claimed range - 2021 (21 reg) 8000miles - £19,995.00If they are out of the budget instead of going for a 2022 Ioniq I would be looking at slightly older examples of the KONA/Niro with 250+ miles of range, they will hold the value better and is a more modern car. Look for “Premium” or above trims.If £22,500 is attainable, the ID.3 Pro Performance (the bigger battery) is a good choice.Also worth an honourable mention, the Stellantis group of small EV’s (Vauxhall Corsa-e and Mokka-e, Peugeot e-208/e-2008, Citroen e-C4, Fiat 500e) offer good value for money and will match or better the Ioniq’s real world range.The Corsa-e especially is now available for as little as £13000, the Elite Nav Premium trim for around £15,000, that has every bell and whistle imaginable including leather and alcantara heated seatsThe Renault Zoe as well, they are as little as £10k for the new model, they have 220+ mile claimed range, £15,000 will get you into a nearly new, low mileage top spec GT-Line+ modelBut I recognise these two small EVs might be too small for youEdited by V 02 on Sunday 7th May 17:03"
Sunday 7th May 2023,https://www.pistonheads.com/gassing/topic.asp?h=0&f=247&t=2033933,Am I mad thinking of buying an Ioniq SE electric?,In the real world the Ioniq had better range than the Leaf. Nothing fazed it. We now have an e-2008. Better claimed range. Significantly less than the Ioniq in real life. Even our trusty Model 3 can’t touch the Ioniq for efficiency. Edited by page3 on Sunday 7th May 18:51
Sunday 7th May 2023,https://www.pistonheads.com/gassing/topic.asp?h=0&f=247&t=2033933,Am I mad thinking of buying an Ioniq SE electric?,"V 02 said:
 You could consider the i3, Hyundai KONA, Kira Niro, Volkswagen ID.3, Nissan LeafThey all have greater ranges than the Ioniq and will hold their value betterHyundai KONA - 300 miles claimed range . 2021 (21 reg) 36000miles £20,698.00Kia Niro - 282 miles claimed range - 2021 (71 reg) 33000 miles £22,500.00Volkswagen ID.3 - 265 miles claimed range - 2021 (21 reg) 16000miles - £22,500.00Nissan Leaf - 239 miles claimed range - 2021 (21 reg) 21918miles - £18,099.00BMW i3 - 190 miles claimed range - 2021 (21 reg) 8000miles - £19,995.00If they are out of the budget instead of going for a 2022 Ioniq I would be looking at slightly older examples of the KONA/Niro with 250+ miles of range, they will hold the value better and is a more modern car. Look for “Premium” or above trims.If £22,500 is attainable, the ID.3 Pro Performance (the bigger battery) is a good choice.Also worth an honourable mention, the Stellantis group of small EV’s (Vauxhall Corsa-e and Mokka-e, Peugeot e-208/e-2008, Citroen e-C4, Fiat 500e) offer good value for money and will match or better the Ioniq’s real world range.The Corsa-e especially is now available for as little as £13000, the Elite Nav Premium trim for around £15,000, that has every bell and whistle imaginable including leather and alcantara heated seatsThe Renault Zoe as well, they are as little as £10k for the new model, they have 220+ mile claimed range, £15,000 will get you into a nearly new, low mileage top spec GT-Line+ modelBut I recognise these two small EVs might be too small for youEdited by V 02 on Sunday 7th May 17:03
Main warranty on the '21 VAG products will be up in a year and they don't have the best reputation for reliability particularly infotainment. BMW warranty also 3 years although the seem a bit better recently. Stellatis the same but reputation for getting no where near claimed range, particularly in winter, is less great.At higher mileage (more than 12m old or more than 10k miles) almost EVERY vehicle I looked at had missed or at least very late services which potentially could have issues with the drive train and other warranties. Probably not but at 15k or so do a new battery not being 100% sure of warranty was a concern for us.Ioniq much cheaper than the SUVs. Ioniq and Niro on same chassis so not a more modem vehicle at all... And you have to like SUVs and their compromises.Leaf Chademo connector is outdated an could potentially be an issue some point soon. Not very efficient, inferior warranty, much older tech than ioniq, reliability not great.Zoe was just too small. 22kw ac charging a plus and warranty is 5 years on these if early but 3  again more recently. Reliability not as good.With modern cars it isn't just the battery and drive system that has the potential for big bills, another 4.5y main warranty was a big plus for us.  Although a M3 appealed (apart from lack of hatchback) potential for big out of warranty cost made sensible win out for usEdited by mclwanB on Sunday 7th May 20:56"
Monday 8th May 2023,https://www.pistonheads.com/gassing/topic.asp?h=0&f=247&t=2033933,Am I mad thinking of buying an Ioniq SE electric?,"The Zoe is a flawed car. I’ll agree with you there. Headroom in the back is very poor, and the lack of height adjustability in the seat is not good. Seats have very little lateral support and the rear seats are like a church pew. Neither is there a drivers armrest, a £150 extra..Typical Renault quirks as well like complicated steering wheel controls just to to toggle audio volume.But overall I thought the “new” Zoe was not a bad little car, it drove well and visibility was not bad. As a cheap EV it’s quite good. I was getting around 195 miles on a charge which I thought wasn’t too bad. I was impressed with the interior quality. All the knobs and switches felt high quality as did the general fit and finish, like the leatherette on the dash and the interesting headlining. Much better than Clios of old.I had the “Iconic” trim car and used it as a daily for 8 weeks.But maybe you’re right the Ioniq is probably much better as a “car” for the money if you can live with the reduced rangeThere’s no denying how good VFM a used Ioniq is.I’m still not sure I would be looking past a used Stellantis EV though. What’s the real range on a Corsa-e then?"
Monday 8th May 2023,https://www.pistonheads.com/gassing/topic.asp?h=0&f=247&t=2033933,Am I mad thinking of buying an Ioniq SE electric?,"Well to bring this thread to a conclusion, I've been out in it, 2 hr test drive all road types in rain and (weak) sunshine, averaged 5.1 m/kwh without trying, it was fine and actually from the inside you can't see what it looks like, only problem is granny charger cable isn't there, salesman took some persuading that it should be (Citroen Dealer), but hopefully this will be rectified by pick up a week today.Ioniq SE, 1 previous private owner, 2500 miles registered June 2022 lots of haggling and toing and froing to ""the management"" and agreed the princely sum of £19k."
Tuesday 9th May 2023,https://www.pistonheads.com/gassing/topic.asp?h=0&f=247&t=2033933,Am I mad thinking of buying an Ioniq SE electric?,"sherbertdip said:
 Well to bring this thread to a conclusion, I've been out in it, 2 hr test drive all road types in rain and (weak) sunshine, averaged 5.1 m/kwh without trying, it was fine and actually from the inside you can't see what it looks like, only problem is granny charger cable isn't there, salesman took some persuading that it should be (Citroen Dealer), but hopefully this will be rectified by pick up a week today.Ioniq SE, 1 previous private owner, 2500 miles registered June 2022 lots of haggling and toing and froing to ""the management"" and agreed the princely sum of £19k.Well done!"
Tuesday 9th May 2023,https://www.pistonheads.com/gassing/topic.asp?h=0&f=247&t=2033933,Am I mad thinking of buying an Ioniq SE electric?,"sherbertdip said:
 Well to bring this thread to a conclusion, I've been out in it, 2 hr test drive all road types in rain and (weak) sunshine, averaged 5.1 m/kwh without trying, it was fine and actually from the inside you can't see what it looks like, only problem is granny charger cable isn't there, salesman took some persuading that it should be (Citroen Dealer), but hopefully this will be rectified by pick up a week today.Ioniq SE, 1 previous private owner, 2500 miles registered June 2022 lots of haggling and toing and froing to ""the management"" and agreed the princely sum of £19k.If you get nowhere with the granny charger:https://www.screwfix.com/p/masterplug-10a-2-3kw-mo..."
Wednesday 10th May 2023,https://www.pistonheads.com/gassing/topic.asp?h=0&f=247&t=2033933,Am I mad thinking of buying an Ioniq SE electric?,"sherbertdip said:
 Well to bring this thread to a conclusion, I've been out in it, 2 hr test drive all road types in rain and (weak) sunshine, averaged 5.1 m/kwh without trying, it was fine and actually from the inside you can't see what it looks like, only problem is granny charger cable isn't there, salesman took some persuading that it should be (Citroen Dealer), but hopefully this will be rectified by pick up a week today.Ioniq SE, 1 previous private owner, 2500 miles registered June 2022 lots of haggling and toing and froing to ""the management"" and agreed the princely sum of £19k.Excellent. Would you mind updating this thread with how it's going every now and then? I'm trying to decide between an e-Golf and an Ioniq - the Golf was the favourite but I'd forgotten it would be out of warranty by the time I get my hands on one so the Ioniq might be a better option."
Wednesday 10th May 2023,https://www.pistonheads.com/gassing/topic.asp?h=0&f=247&t=2033933,Am I mad thinking of buying an Ioniq SE electric?,"doesthiswork said:

sherbertdip said:
 Well to bring this thread to a conclusion, I've been out in it, 2 hr test drive all road types in rain and (weak) sunshine, averaged 5.1 m/kwh without trying, it was fine and actually from the inside you can't see what it looks like, only problem is granny charger cable isn't there, salesman took some persuading that it should be (Citroen Dealer), but hopefully this will be rectified by pick up a week today.Ioniq SE, 1 previous private owner, 2500 miles registered June 2022 lots of haggling and toing and froing to ""the management"" and agreed the princely sum of £19k.Excellent. Would you mind updating this thread with how it's going every now and then? I'm trying to decide between an e-Golf and an Ioniq - the Golf was the favourite but I'd forgotten it would be out of warranty by the time I get my hands on one so the Ioniq might be a better option.No worries, I can do that, I pick it up Monday 15th, 35 mile drive home. It's due it's first service in June, the selling garage were going to do it but I asked them not to as I want a full Hyundai record, nearest Hyundai dealer has quoted just over £80 for the service, which is still probably daylight robbery for what they will do, but it also involves battery check, software updates and paint/corrosion inspection."
Thursday 11th May 2023,https://www.pistonheads.com/gassing/topic.asp?h=0&f=247&t=2033933,Am I mad thinking of buying an Ioniq SE electric?,"Daft question that's probably not possible to answer without trying one, the boot is a claimed 357 litres bc high floor it seems, ""collie"". They do tend to be quite flexible, but would a mid sized dog be fine in that?These are remarkable value, noting the Kona can be had for not a lot more with the further increased range, but is smaller all round."
Thursday 9th December 2021,https://www.pistonheads.com/gassing/topic.asp?h=0&f=247&t=1964461,Shockingly bad NCAP score for the Zoe,https://www.autocar.co.uk/car-news/new-cars/renaul...Such a dangerous car - surely this model needs to be pulled from sale and EV buyers should look elsewhere rather than buying this death trap.
Thursday 9th December 2021,https://www.pistonheads.com/gassing/topic.asp?h=0&f=247&t=1964461,Shockingly bad NCAP score for the Zoe,"Aside from changing an air bag, which will obviously make the score worse how else has the car changed?I understand the need to make the tests more stringent over time to a degree but it's getting a bit daft now, I also can't help there should be two scores, one for active safety (auto brake and such) and passive safety to make things a bit clearer."
Thursday 9th December 2021,https://www.pistonheads.com/gassing/topic.asp?h=0&f=247&t=1964461,Shockingly bad NCAP score for the Zoe,"Reading some of the quotes from Dacia and Renault in the article it suggests that the manufacturers are starting to push back against the ever more stringent NCAP regulations.Also, anybody who uses the phrase ‘accidentology’ should be shot…"
Thursday 9th December 2021,https://www.pistonheads.com/gassing/topic.asp?h=0&f=247&t=1964461,Shockingly bad NCAP score for the Zoe,"Welshbeef said:
https://www.autocar.co.uk/car-news/new-cars/renaul...Such a dangerous car - surely this model needs to be pulled from sale and EV buyers should look elsewhere rather than buying this death trap. Wow, you're in full-on drama queen mode today! Did you even read the article?! Safety standards are increased continually. Apart from the air bag in the seats this car isn't any less safe than it was when launched. It lost out for having a lack of nannying tech and things like 'poor child neck protection in an offset frontal crash(?).The previous model got 5 stars and now it gets none and yet its essentially the same car."
Thursday 9th December 2021,https://www.pistonheads.com/gassing/topic.asp?h=0&f=247&t=1964461,Shockingly bad NCAP score for the Zoe,"Om said:
 Reading some of the quotes from Dacia and Renault in the article it suggests that the manufacturers are starting to push back against the ever more stringent NCAP regulations.Also, anybody who uses the phrase ‘accidentology’ should be shot…I think they should. In the past few years I hear more and more from drivers who are sick of nannying tech. One, last week, ditched his new LR Defender (£62K) and bought an old Discovery because he hated the lane assist, emergency braking and continual bings and bongs."
