Date,ID,Text
2023-10-30,AXGNb76QgH0,ill wait for the hybrid to come to the uk
2023-10-26,AXGNb76QgH0,damn this reviewer is ace
2023-10-25,AXGNb76QgH0,malcolmbennett4325 0 seconds ago nice car but sorry too expensive its should priced at 2k123k
2023-10-25,AXGNb76QgH0,33 grand haha are you seriously telling me a fiat punto one of the cheapest cars on the planet has now developed into a car worth more tha a jaguar or mercedes or even a porche i can buy a top notch top of the range super duper car for the price of this orange cameflaged milk float it is getting ridiculous now
2023-10-24,AXGNb76QgH0,so 45000 for a fiat ye sad to say i do not see many of these being sold in ireland affordable my ass a volvo ex30 also costs from 45000 here some rip off
2023-10-23,AXGNb76QgH0,i find it really hard to enjoy reviews by this lady maybe its just me
2023-10-21,AXGNb76QgH0,did she say 37k for the top one for a fiat
2023-10-21,AXGNb76QgH0,putting what looks like an ipad cover inside a car is a bad move that will be ruined in a couple of years
2023-10-19,AXGNb76QgH0,if its an ev itll be rubbish
2023-10-19,AXGNb76QgH0,shoes match the bulky car
2023-10-19,AXGNb76QgH0,she looks molto bella the car that is my understanding is that cars are considered feminine in italian
2023-10-18,AXGNb76QgH0,nice car by the way its based on a platform jointly developed by psa and saic automobiles so the platform is half french and half chinese the jeep avenger which again is also based on this platform was not developed in the states by jeep but in italy by fiat 😅
2023-10-17,AXGNb76QgH0,this car would be great if it had more range like 500 km wltp would be good i think they could achieve this with better aerodynamics efficiency improvements and bigger battery
2023-10-16,AXGNb76QgH0,is this video for real saying it looks like this or that its an electric 500x
2023-10-16,AXGNb76QgH0,fiat fix it again tony
2023-10-16,AXGNb76QgH0,nice car too bad its electric
2023-10-20,AXGNb76QgH0,luckily it is electric
2023-10-15,AXGNb76QgH0,i like fiat they get a bad rep from lots of journos for some unknown reason but they make great little cars that are fun to drive wife had a yellow panda for 11 years and was her favourite car ever keep doing what youre doing fiatstellantis
2023-11-01,AXGNb76QgH0,stellantis gehört die zukunft und allen ihren marken
2023-10-15,AXGNb76QgH0,stellantis really did just ctrlc ctrlv the interior of the fiat 600e and jeep avenger
2023-10-14,AXGNb76QgH0,same platform as jeep and build in the same factory no thanks dont have time for repairing every month
2023-12-06,AXGNb76QgH0,but for som reason youre have time to be narrow minded
2023-10-13,AXGNb76QgH0,stop with this ev nonsense already
2023-10-20,AXGNb76QgH0,tell me more what is nonsense 3 years driving an ev and never go back
2023-10-12,AXGNb76QgH0,i really like this car but as the owner of a corsa e i have to stay away from stellantis evs in future been in the garage more with my 12k mile corsa than my previous 100k mile suzuki swift as the 600e is basically the same car underneath cant see it being much different to be honest
2023-10-11,AXGNb76QgH0,probably the most pedestrian ev to date
2023-10-10,AXGNb76QgH0,beautiful woman en fiat 600 kiss
2023-10-09,AXGNb76QgH0,is it just me who gets irritated that every review ive seen of the 600 never mentions the 500x on which it is clearly based
2023-10-18,AXGNb76QgH0,well because it is not theyre two totally different cars under the skin the 600 is really similar to the peugeot 2008 the 500x uses the jeep renegade fca small base
2023-11-06,AXGNb76QgH0,alfonsotatto8365 its still a spiritual successor not to mention how similar it looks and with good reason both the 600 and 500x before it are designed to look like beefed up versions of the old 500 new 500e respectively i just find it odd how thats never mentioned as though the whole concept of the 600 a bigger 500 with suv styling is entirely new
2023-11-06,AXGNb76QgH0,chrisdevine4848 yes its the 500x successor but it is a completely different car underneath i just wanted to point that out moreover on the italian market we still have the 500x i dont know if elsewhere it is the same but officially in italy the 600 does not replace the 500x they will live together for a couple of years still
2023-11-07,AXGNb76QgH0,alfonsotatto8365 fair enough i read the 500x was being discontinued here in the uk soon with fiat moving all electric
2023-10-08,AXGNb76QgH0,u knows its gonna be a st car when its a collaboration of fiat jeep vauxhall peugeot
2023-10-20,AXGNb76QgH0,sherukka yeah vw are not as great as they used to be but every manufacturer makes better cars than stellantis group
2023-12-08,AXGNb76QgH0,mixedbyfiatcat german jap and korean cars are okay i have a bmw
2023-10-08,AXGNb76QgH0,its a fiat so 50k miles will be end of economic life
2023-10-07,AXGNb76QgH0,took one on a test drive straight away brake failure
2023-10-07,AXGNb76QgH0,i would like a fiat e128
2023-10-07,AXGNb76QgH0,electric cars are so expensive
2023-10-06,AXGNb76QgH0,fiat is trying to fool me with great looking cars but i wont be fooled 😂
2023-12-06,AXGNb76QgH0,mixedbyfiatcat youre in denial
2023-10-06,AXGNb76QgH0,as much as i am enjoying her review this is the first time im seeing her ever i am cringing hard on her technique with the wheel shes holding it just a bit better than id expect a toddler to hold it common step up your game
2023-10-06,AXGNb76QgH0,my willingness to buy a car with approval of alex explodes tenfold some brand should hire her as an ambassador or something
2023-10-06,AXGNb76QgH0,cute stylish and capitvating the fiat isnt bad either great review as always alex
2023-10-06,AXGNb76QgH0,fantastic review showed all the positives while pointing out the negatives but in a fair way not an annoying one like reviewers from other channels tend to to do great job alexandra
2023-10-06,AXGNb76QgH0,same price you buy the wonderful chinese li7 or li 9
2023-10-14,AXGNb76QgH0,xmaniac99 lixiang li 7 or li 9 ev
2023-10-20,AXGNb76QgH0,who in their right mind would ever buy a chinese car do some research about whats go s on there and dont tell me that every car has parts from china because that has nothing to do with the issues of china cars
2023-10-06,AXGNb76QgH0,so on average you will spend 35k on a parts bin special and all the journos want to talk about is speed y
2023-10-06,AXGNb76QgH0,all mainstream commuter cars have been parts bin specials since the 90s where have you been
2023-10-06,AXGNb76QgH0,i would not call 33k good value for a fiat
2023-10-06,AXGNb76QgH0,man i love auto trader the best car channel on youtube period 😃😁i love fiat as well so keep them coming
2023-10-05,AXGNb76QgH0,what a jolly adorable car how cute double it and give it to the next person
2023-10-05,AXGNb76QgH0,im a men without inferiority complex and only thing ill say just shut up and take my money d that thing is cute as hell and in the same time its practical and sporty kindof d
2023-10-05,AXGNb76QgH0,for a second i thought alexandra was going to fiddle around the car like say fiat like the bentley girl did
2023-10-05,AXGNb76QgH0,a true mongrel and not worth the price
2023-10-05,AXGNb76QgH0,brilliant presenter fun in an electric pumpkin
2023-10-05,AXGNb76QgH0,fun seriously there is nothing fun about this car unless we have very different view what is fun
2023-10-05,AXGNb76QgH0,no problem with stellantis using the same parts on multiple cars as they need to build large numbers in order to keep the prices down however this is exactly where stellantis loose out their rrp is too high dealers then offer discounts which sounds ok unless you paid full rrp and it is worth 50 less after 2 years like the current mokka ev that has lost massively on its residential values
2023-10-20,AXGNb76QgH0,it feels very nippy when you go off the line no need for 3 sec in any car except for men without bals 😂
2023-10-05,AXGNb76QgH0,great review 3
2023-10-05,AXGNb76QgH0,ghastly looking thing and the price nope
2023-10-05,AXGNb76QgH0,how can this do 372 miles around town with a 54kwh battery thats consistently 7miles a kwh which would make it the worlds most efficient 626
2023-10-05,AXGNb76QgH0,i think she ment 372 kilometers not miles
2023-10-18,AXGNb76QgH0,no she meant miles in the wltp city cycle electric cars have massive range basically because they use just a little power to move and also recharge the battery while decelerating
2023-10-05,AXGNb76QgH0,the bigger the badge the worse the car
2023-10-06,AXGNb76QgH0,i think fiat has retired from the us market now
2023-10-11,AXGNb76QgH0,oh get a grip why would the us want this car
2023-10-12,AXGNb76QgH0,huracan360 the fiat 500e is set to be released in north america next year so you never know
2023-12-06,AXGNb76QgH0,huracan360 no the 500ev is coming in early 2024 to the us in selected big cities
2023-10-05,AXGNb76QgH0,cute car for first car owners and drivers
2023-10-05,AXGNb76QgH0,knowing fiat you will have as much fun being in the 600e as in the shops getting it fixed
2023-10-05,AXGNb76QgH0,id be shocked if it does break interior wise and as far as some parts go yes but its hopefully never gonna be a single issue with the battery pack
2023-10-06,AXGNb76QgH0,still in 2023 with this cliché really update your poor car knowledge fiat has grown up a lot is ppl like you that hasnt
2023-10-06,AXGNb76QgH0,ive had a 500e for two years and nothing has gone wrong its such a dull cliche thats fiat always break
2023-10-06,AXGNb76QgH0,its an electric car i highly doubt theyll have the same issues as the ice cars
2023-10-10,AXGNb76QgH0,youre way behind the times i had a fiat for years and it never broke down once i highly recommend them as safe sound cars
2023-10-13,AXGNb76QgH0,fiat bravo tjet sport 2009still using it without any problem cut the crap with fiat
2023-10-14,AXGNb76QgH0,lel driven four pandas in the family over 30 years in total except for service and wear tear no issues what so ever even the one with the puny 2 cyl turbo engine turned out to be a champ
2023-10-16,AXGNb76QgH0,my niece has a 500l which is supposed to be a terrible car but with 100 000 miles on it it has been a very dependable little suv
2023-10-17,AXGNb76QgH0,nice design the italian flag on the bumper though is cheesy
2023-10-18,AXGNb76QgH0,that comment tells that actually you dont know anything about cars
2023-10-18,AXGNb76QgH0,jealous german fanboy 😂 imagine but fiats dont brake that often
2023-11-16,AXGNb76QgH0,oh get up to speed fiat used to have a pretty rickety reputation for quality but thats all changed we had a 500 for 8 years and the only attention it needed aside from the yearly service was for a broken rear light fords are much worse
2023-11-26,AXGNb76QgH0,by writing this you show your lack of knowledge about fiat i drive their cars 20 years and never had any problem
2023-11-27,AXGNb76QgH0,xmaniac99 it wasnt puny though it was the most powerful engine in the entire 500 range 104 hp and went like a little devil 062 in 10 secs and about 2 secs faster than the standard 12 litre
2023-11-27,AXGNb76QgH0,andyhowlett2231 my puny i mean the actual physical size of the engine for me it is one of the engineering wonders of the last thirty years only two brands in the world can build these kind of engines fiat and bmw
2024-02-02,AXGNb76QgH0,i would never buy a fiat in north america but i dont see why not in europe parts should be common and affordable
2024-05-03,MvgfB8kcS1s,stupid fiat taken out the interial mood lighting for uk why whats the point ussless
2024-04-16,MvgfB8kcS1s,italian design outside but de facto chassis and engine are french and buildt in poland fiat is also now in holland to pay less tax the italian flag here and there is a joke
2024-04-14,MvgfB8kcS1s,so the bdrive replaces the range mode of the 500e wich is one pedal drive or is there still one pedal drive in a different mode
2024-04-14,MvgfB8kcS1s,she already made a video on this car saying how she hated its appearance and in this video she says she likes it
2024-04-14,MvgfB8kcS1s,living with a car for a week makes a difference and often letting a design sink in can change your opinion
2024-04-13,MvgfB8kcS1s,not nice car at all pass
2024-04-14,MvgfB8kcS1s,fair enough its definitely not for everyone
2024-04-11,MvgfB8kcS1s,tish has become really good at this this was the best review of the 600e that i have seen so far
2024-04-11,MvgfB8kcS1s,this car falls apart in 20k km 😢
2024-04-10,MvgfB8kcS1s,another great review tish i have always liked the look of the 500 but these bigger versions look a little too over sized i think its all the smooth rounded corners looks like an overweight toddler but i do like it over the 500x
2024-04-10,MvgfB8kcS1s,sums up fiat cheap and value drops like a stone a better buy at 3 years old
2024-04-09,MvgfB8kcS1s,im so not interested in this car but still watched the whole review just because its one of tishs 😂 auto social uk seems to be at the top of my subscription list all the time now 😊
2024-04-09,MvgfB8kcS1s,very good car for a girl
2024-04-08,MvgfB8kcS1s,hi tish another excellent reviewwill you have the opportunity to review the hybrid fiat 600
2024-05-25,MvgfB8kcS1s,well ill be keeping my 2 l 4x4 diesel auto 500x dont want anything french or powered by petrol or battery
2024-04-08,MvgfB8kcS1s,a good detailed review thank you tish stellantis really need to move on from this compromised platform for their smaller evs they need to move to a dedicated ev platform have faster charging proper regenerative brake options and the longer wheelbase and better interior packaging you get when you dont have to accommodate a combustion powertrain
2024-04-09,MvgfB8kcS1s,bill_heywood so their balanced approach seems to be sensible and the ev native platforms are just coming
2024-04-11,MvgfB8kcS1s,jackweednm1vqit might have made sense in 2018 but launching a new ev on a combustion platform in 2024 just leads to a sub optimal car
2024-04-08,MvgfB8kcS1s,love the review especially detailing the range the problem with fiat and alfa etc is that i cant see the car in real because all showrooms are closed in london may be they should be do pop up stores in shopping centres i am a mokka e owner and looking at it the lack of rear interior lighting and door grap handles in this fiat will put me off would you say the smart 1 is better than this the hybrid version of the fiat seems good value though see you on the milano review soon 😂
2024-04-08,MvgfB8kcS1s,the fiat 500 was always a cute looking car before they started messing with it not really my sort of car im afraid
2024-04-07,MvgfB8kcS1s,nice looking car pity its a milk float
2024-04-07,MvgfB8kcS1s,does it has got liion battery pack or something made from else and heatpump
2024-04-07,MvgfB8kcS1s,do none of the cars you drive come with android auto as you only ever say it has apple airplay please note the vast majority of people prefer android phones over apple so please can you acknowledge that there are other phones out there sounds like your label dropping all the time
2024-04-07,MvgfB8kcS1s,i hate the exterior design of this car and that its so small the interior has nice seats nice features and a beautiful flat bottom steering wheel apart from that theres nothing else that interest me on this car i wouldnt be getting one period good 😊 review tish
2024-04-07,MvgfB8kcS1s,another excellent review tish a new e208 to replace our 3 year old e208 may well be on the cards if the efficiency is as good as you say it is that is the only disappointment with it especially in winter and the lack of true 1 pedal driving
2024-04-07,MvgfB8kcS1s,ive always loved fiat cars and owned fiat cars also however my policy on evs is this i will never buy an ev until im able to charge directly into a normal domestic electric point without the need for a charging box
2024-04-07,MvgfB8kcS1s,a decent priced phev with at least 100 km electric range would be nice
2024-04-07,MvgfB8kcS1s,nice review except some important information is missing does it have a heat pump and battery preheating things havent developed very much with stellantis evs as my 38 kw hyundai ioniq can easily get 200 mile range and over 6 miles per kilowatt hour
2024-04-07,MvgfB8kcS1s,stevenjones916 neither do you apparently
2024-04-07,MvgfB8kcS1s,nice little car cheers tish
2024-04-07,MvgfB8kcS1s,lovely looking car
2024-04-07,MvgfB8kcS1s,i really like this car my current car is a 500x so its a natural move to electric for me im put off by the fact that its stellantis as it has all the problems all stellantis cars have mostly that they still have transmission tunnels etc but its a serious contender and i sill definitely test drive one i think îm gravitating towards the facelifted id3 more but theres so much to like about the 600 not least the lovely buttons
2024-04-07,MvgfB8kcS1s,not for me expensive and flawed ice chassis no one pedal driving great reviews though
2024-04-07,MvgfB8kcS1s,i might do when it arrives i opted to try the petrol version of the jeep avenger instead of electric
2024-04-07,MvgfB8kcS1s,genuinely very good in the ev
2024-04-07,MvgfB8kcS1s,cracking review tish lets just say not my kind of car
2024-04-07,MvgfB8kcS1s,for all normal purposes we dont really need more than a fiat 500who does if they dont have kids ad our dog and we need the boot that comes with the extra 100
2024-04-07,MvgfB8kcS1s,where on gods earth is the 9000 pound difference still no adequate infrastructure for people with no drives and i dont think that car makers still are not interested
2024-04-07,MvgfB8kcS1s,yes its an interesting time because we still have some way to go with everything for sure
2024-04-07,MvgfB8kcS1s,great video tish the audio is on point the efficiency is excellent the lack of 1 pedal driving is a bit of a shame but it looks good im excited for the abarth 600e
2024-04-07,MvgfB8kcS1s,thank you so much ill never go back now ive found that ai clean up omg im really excited for the abarth one too
2024-04-07,MvgfB8kcS1s,autosocialuk love the audio for when youre not driving however when you are driving its nice to hear how loud the cabin gets and silly things like the thunk of the door etc
2024-04-07,MvgfB8kcS1s,fiat is fun fabulous and fantastic
2024-04-07,MvgfB8kcS1s,well done on 45k subscribers tish loved watching your review
2024-04-07,MvgfB8kcS1s,its a nice electric city suv
2024-04-07,MvgfB8kcS1s,very good and informative review thanks a lot tish
2024-04-07,MvgfB8kcS1s,like you said 33 large ones its a lot of money one could get a preowned tesla for that price that will depreciate a lot less and its a much more mature proposition or a mg4 it seems to me that the competition within the stellantis group puts the 600e at the top end of the tariff and if we factor in sharp depreciation on brands like peugeot or opelvauxhall unless someone really want those embroidered seats its difficult to make a case for it going back to another competitor you tested i went to look at the mini countryman in the flesh in a very postmodern colour scheme light green and gold with cream roof and honestly the car looked better with you in it but without that halfthought door panel with orange and blue with a completely different colour scheme is just naff at 50 grand for the electric one 😂😂😂
2024-04-07,MvgfB8kcS1s,one could buy two second hand teslas for that price
2024-04-09,MvgfB8kcS1s,you get 2 top of the line and mint condition mercedes benz s500 2011 year for that price
2024-04-22,MvgfB8kcS1s,i mean the urban range is great also i dont think its fair to compare a used car to a new car and the fiat is also made in europe so thats a plus
2024-04-07,MvgfB8kcS1s,this really is one of the best car review channels on youtube
2024-04-08,MvgfB8kcS1s,absolutely i only watch her car reviews now
2024-04-07,MvgfB8kcS1s,great review but must keep this review away from my wife she loves the style of the 500 but i persuaded her it was too small when we got our last ev however id end up cleaning those light seats virtually every day 😂
2024-04-07,MvgfB8kcS1s,another great review tish ive been driving alfas abarths and fiats for the last 20 years and loved them all even with their quirkiness but unfortunately my next car is less likely to be a fiat our current 500x is just a bit too tight in the back for legroom so no chance with the 600 i like this car i would have one but its too small in the back for our needs for the next few years and im a bit gutted about it i also think that stellantis electric cars are too expensive at the moment especially compared to the hybrids they have rushed to get out looking forward to your next one
2024-04-07,MvgfB8kcS1s,i was kind of gutted about the space in the back as well really not practical for families it was the zero storage that got me the most its fun but just there to satisfy the suv addiction with young girls i think youre right theyre way to expensive and unfortunately those poor performance figures in the early days made the prices hard to justify 30k isnt too bad when you take off the grant but then thats the less equipped red model this one is more like 34 with the grant
2024-04-08,MvgfB8kcS1s,minulla on fiat tipo sw ja se on todella tilava auto myös takana jalkatila on luokkansa suurimpia
2024-04-07,MvgfB8kcS1s,excellent review tish
2024-04-07,MvgfB8kcS1s,great looking car
2024-03-22,eZMrw98nHgU,it would be nice if the camera man stop focusing on her and on the car instead for example show us the thing that she pointed out so we can go along with what she is talking about
2024-03-16,eZMrw98nHgU,jesus christ saves he had mercy on me he can save all who all seek him today he made away through calvery repent of all sins today romans 623 for the wages of sin is death but the free gift of god is eternal life in christ jesus our lord come to jesus christ today jesus christ is only way to heaven repent and follow him today seek his heart jesus christ can fill the emptiness he can fill the void heaven and hell is real cone to the loving savior today today is the day of salvation tomorrow might be to late come to the loving savior today holy spirit can give you peace purpose and joy and his will today john 31621 16 for god so loved the world that he gave his only begotten son that whosoever believeth in him should not perish but have everlasting life 17 for god sent not his son into the world to condemn the world but that the world through him might be saved 18 he that believeth on him is not condemned but he that believeth not is condemned already because he hath not believed in the name of the only begotten son of god 19 and this is the condemnation that light is come into the world and men loved darkness rather than light because their deeds were evil 20 for every one that doeth evil hateth the light neither cometh to the light lest his deeds should be reproved 21 but he that doeth truth cometh to the light that his deeds may be made manifest that they are wrought in god mark 115 15 and saying the time is fulfilled and the kingdom of god is at hand repent ye and believe the gospel 2 peter 39 the lord is not slack concerning his promise as some men count slackness but is longsuffering to usward not willing that any should perish but that all should come to repentance hebrews 116 6 but without faith it is impossible to please him for he that cometh to god must believe that he is and that he is a rewarder of them that diligently seek him jesus
2024-03-12,eZMrw98nHgU,who is this car for exactly
2024-03-10,eZMrw98nHgU,ive got the rose gold 500e and i am 100 upgrading to this in about a year or so if i can wait that long i did get the 3k off mine so the 3k off this one is welcomed i am a little disappointed to hear this isnt as nippy as the 500 as i love the speed of the 500 but i will have to test drive see what its like for me thanks for the video
2024-03-10,eZMrw98nHgU,i much more prefer fiat 500e its much more suitable as italian style icon and actually great fun ev to drive
2024-03-10,eZMrw98nHgU,another overpriced milk float
2024-03-09,eZMrw98nHgU,dullsville overpricedprefer the styling of the 500xlazy styling from fiat
2024-03-09,eZMrw98nHgU,never mind getting kids into the back i think elderly relatives will be left standing at the kerbside
2024-03-09,eZMrw98nHgU,apart from the side windows it looks much like the original eniro
2024-03-09,eZMrw98nHgU,fiat shouldve done a 500e giardinia estate and this 600e shouldve been a multipla
2024-03-09,eZMrw98nHgU,sorry fiat but not attractive 😊
2024-03-09,eZMrw98nHgU,buy a toyota lexus hybrid much reliable dump the ev anxiety evi expensive repair costs will wipe out all your ev savings 3 times more than petrol ice cars ev are worth paying only 2k because of expensive repair costs when it becomes faulty
2024-03-09,eZMrw98nHgU,so they can take 3 grand off and still make a profit greedy bastards and no my happiness level is not 10
2024-03-09,eZMrw98nHgU,for comparison fiat 500e is group 17 and very cheap to insure but the 600e is in group 2526 according to diesel and eco car magazine this is about average for this size of ev
2024-03-08,eZMrw98nHgU,a good review but the looks rather strange and awkward why stick a cartoon human face on the front of the car
2024-03-08,eZMrw98nHgU,great review nicki where is the stunning bomber jacket from
2024-03-08,eZMrw98nHgU,a great review nicki the prices though well err well its all marketing speak isnt it fiat saying these are the prices but well give you a pile of money deposit if you get one who will buy one at retail anyway its a nice car but im unsure if itll be on my test drive list the 500 in my book has a much more character but folding the kids in half to fit them in the back in tantrum mode could sway many views i think
2024-03-08,eZMrw98nHgU,it is a shame fiat 600 seems like nice but it is way to expensive for what it is honestly i do struggle to understand the thoughts process of ev makers 33k 37k if we are hoping for mass adoption of evs they have to be less greedy
2024-03-08,eZMrw98nHgU,thanks for the review we loved the 500e and that it came with a cabrio version didnt like the price thou what we dont get is why people need 4 door saloons for the rare occasion that the friends dont have a car and claim yours to be transported we are a household of 2 and never ever need more than a 2door car when the kids with grandkids ask us to take the grandkids we also switch cars so nobody is needlessly riding around all year with a car that is to expansive to big to heavy and uses to much energy for every km we really dont get that urge for a behemoth suv like all the neighbors in the street wasnt an ev all about better for the environment so why bigger heavier more material and more expansive for that 1 time a year to transport friends cant they take the bus
2024-03-09,eZMrw98nHgU,both my wife and me drive a 4 door saloon i dont understand why you would buy a 2 door as you mention those are sport cars like a 911 bmw m2 toyota supra alpine etc talking about waste of energy yeah sure what 2 door are your driving
2024-03-08,eZMrw98nHgU,poor car looks stoned af from all that gelato
2024-03-08,eZMrw98nHgU,nope over priced compared with byd and prices in china do these manufacturers think we are stupid we know how to use the internet and see prices in other countries for similar or exactly the same products the car is nice its a sub 15k ev extended range maybe under 20k and it will be a runner in the uk and why have they put the italian flag colours on the car when its made in poland
2024-03-08,eZMrw98nHgU,its looks are a bit too awkward to fully invoke the 500e but a tad bigger charm and the price is too close to a better equipped tesla model 3 sr or a smart 1 which both also give rear wheel drive and feel much less budget carlike at least over here in europe im not sure how the prices compare exactly over there here la prima is priced higher than both other models i mentioned
2024-03-08,eZMrw98nHgU,154 house power is enough not loads and struggles a bit on a motorway if you want to overtake itll be fine driving around town or at moderate speeds what154 is not a small number far from it and gets to 60mph in 9 secondsthats actually pretty fast please stop saying clearly silly things in these reviews and just present the facts
2024-03-10,eZMrw98nHgU,thats not silly its intentional to sublimely degrade certain cars or brands where there is it due to presenters personal taste or something else is another thing😉
2024-03-08,eZMrw98nHgU,it looks like a great 20000 usd car
2024-03-08,eZMrw98nHgU,isnt this an electrified version of fiats 500x
2024-03-10,eZMrw98nHgU,no its completely different and unrelated car mechanically is closer to mokka or 2008 than to 500x
2024-03-08,eZMrw98nHgU,that cover on the centre console is a deal breaker i think it would be better just left open im also not sold on the headlights either 33k37k 😮 citroen ec3 and renault 5 feel like a more interesting choice for both design and price
2024-03-08,eZMrw98nHgU,good review after initial dissapointment i am now more interested in this car i like the interior
2024-03-08,eZMrw98nHgU,shame the hybrid doesnt come with full black interior it has lost a sale from me as this looks amazing i have no choice but to go for a 500x
2024-03-08,eZMrw98nHgU,my wife has always loved the look of these miniscule fiats it would be a great little urban runabout a roadtrip would be a bit grueling i think the front end has a sleepy look or suspicious doubtful skeptical hold on gray is a boring shade no my cybergray ioniq 5 is a real head turner
2024-03-09,eZMrw98nHgU,thats because your ioniq 5 is dystopian future retro and the fiat is more retro retro and suited to the warmer mediterranean hues
2024-03-08,eZMrw98nHgU,question does these expensive cars from stellantis imply that they really dont want to sell their cars or does it mean that they cant make price competitive value cars
2024-03-09,eZMrw98nHgU,stellantis aside from tesla is the only company whos ev division are turning a profit hyundaikia ford bmw etc are all subsidising the cost of their evs from their ice platforms
2024-03-08,eZMrw98nHgU,i know ill never own a fiat not my style i came here to watch nikki 🙂
2024-03-08,eZMrw98nHgU,have you ever seen this 4500 charge on ev charger feel free to spead the word on this scam httpsyoutuberjzyjenw0rk
2024-03-08,eZMrw98nHgU,the truth is that all of stellantis evs are way overpriced the list price for the 600 should start at 27k
2024-03-08,eZMrw98nHgU,finally colors in the statesits usually a choice of of black some shade of grey or whitewith blue and red being excitingif you consider shades of grey a wide spectrum of choices i love watching yalls critique of cars
2024-03-08,eZMrw98nHgU,too expensive for a small car ill wait for a cheaper byd
2024-03-10,eZMrw98nHgU,yes chinese byd burn your drive
2024-03-08,eZMrw98nHgU,that is a peugeot e2008 with a fiat clothing 😂 you can see the e208 wing mirror
2024-03-08,eZMrw98nHgU,not the 1st time she had some nuts in her
2024-03-08,eZMrw98nHgU,given that clearly looking at the interior this is a reskinned jeep avenger i wouldnt touch it with a bargepole given how that car seems to have major problems brand new in almost every review its strange given the ec4 2008 etc seem to be just fine on the same platform
2024-03-08,eZMrw98nHgU,most of the interior parts instruments and buttons in the avenger originally appeared in the fiat 500e and after 2years and 37000 miles i havent had a single issue with mine
2024-03-08,eZMrw98nHgU,gileshalliwell3591 im sure the fiat 500e is great the problems with the jeep avenger thats on a different platform seem to be more about random brake failures drivetrain failures and having to restart the car and let it power off for a while i just pointed out the interior as a sign of how related this 600 and the avenger are
2024-03-08,eZMrw98nHgU,vehicle choice is becoming illusory opel vauxhall fiat citroen peugeot jeep are the same manufacturer slapping out the same basic vehicle in different shells vw skoda seat cupra are the same manufacturer slapping the same basic vehicle in different shells even the chinese are doing it with volvo smart and zeekr at some point it will become like sunglasses where no matter what brand you buy chances are a single manufacturer is behind them all with a markup to match
2024-03-08,eZMrw98nHgU,thanks for this really like this car in black colormore then others stellantis nice interior and instrument cluster but you should test the cheaper modelred insteadbetter comfort with smaller wheels and more stylish interior in black and red
2024-03-08,eZMrw98nHgU,difficult to accept that this is the company that gave us so many innovative and stylish cars talking nonsense about colour shows they are struggling to talk about the car its overpriced ugly and very underwhelming
2024-03-08,eZMrw98nHgU,i dont understand you fuff about the innovative cover for the center storage but accept that you have to pay extra for 1 usb port in the rear and multi level load floor also do we need a powerhatch or a properly engineered balanced manual hatch door
2024-03-08,eZMrw98nHgU,yeah no another overpriced dated car from stellantis
2024-03-08,eZMrw98nHgU,yudhabagaskara98 the thing is some people want a less out there design and if they dont theres the jeep avenger and others in the stellantis stable under the skin theyre all pretty similarjust trying to target different cars to different buyers technically they are up to date priceyoull probably need to get a discount
2024-03-08,eZMrw98nHgU,i am not talking about the design by the way it is ok in that aspect
2024-03-08,eZMrw98nHgU,freddykrueger79 its exactly what vw do with audi skoda and the other one that used to be called seat the philosophy isnt a bad one
