Date,ID,Text
2023-09-27,-f_LV-6PuFA,not my cuppa tea stellantis powertrains have reliability issues and should the electronics fail which they will it is time to scrap the car
2023-09-27,-f_LV-6PuFA,the petrol engines on these facelift cars are revised now chain drive
2023-10-29,-f_LV-6PuFA,thanks for this info are you talking from personal experience or seen official reports of the powertrain issues ill have a google and see what i can find out but was curious ive read the batterys have an 8yr warranty or up to 100000 but not sure on the rest of the car or the motor
2024-01-07,-f_LV-6PuFA,i have driven 35 years with peugeots there are very little to worry about only thing that is very important with timing belt in oil bath models use only total quarz oil that is recommended by peugeot no castrol no mobil no shell
2023-09-27,-f_LV-6PuFA,"nope  
only petrol and 12 decades later hydrogen "
2023-09-27,-f_LV-6PuFA,hydrogen is the technology of the future and it it always will be
2023-09-27,-f_LV-6PuFA,hydrogen has no future for ground transportation neither cars bus trucks or even trains you need 5 times more electricity with a hydrogen car than with a battery car so 5 times more wind turbines andor solar panels and of course at least 5 times more money to drive not to mention the infrastructure to build while electricity is everywhere regarding petrol up to you but i guess that in less than 10 years nobody will want to buy a petrol car and maybe not even own one then the car makers that still rely on ice will go bankrupt and sadly the employes will be out of job without proper qualification for the new norm
2023-09-27,-f_LV-6PuFA,i like the fiat 600e styling
2023-09-27,-f_LV-6PuFA,smart but still to expensive
2023-09-27,-f_LV-6PuFA,its getting way way to expensive
2023-09-27,-f_LV-6PuFA,prefer the petrol
2023-09-27,-f_LV-6PuFA,im not sure about the styling it used to look very good but now it is a bit overdone which makes it look like a chinese car  especially in white
2023-09-27,-f_LV-6PuFA,totally agree the pre facelifted model looks better
2023-09-27,-f_LV-6PuFA,agree looks like a transformer that cant make up its mind
2023-10-08,-f_LV-6PuFA,i love the new interior badge and tail lights but the front puts me off
2024-06-12,-f_LV-6PuFA,many chinese evs have amazing designs avatr nio human horizon zeekr etc etc
2023-09-27,-f_LV-6PuFA,ok
2020-10-06,ccpD3Xod_iQ,whod take this over a petrol or diesel 2008 
2020-10-06,ccpD3Xod_iQ,indian  dc avanti or sri lankan  vega evxwhat is the best  httpsyoutubey8xvo7lhkeq
2020-10-06,ccpD3Xod_iQ,sri lankan  vega evx 0 100 kmph in just 3 seconds httpsyoutubep0lj3bj0cd0
2020-10-06,ccpD3Xod_iQ,no thanks
2020-10-06,ccpD3Xod_iQ,patrol
2020-10-06,ccpD3Xod_iQ,nokia is still an android
2020-10-06,ccpD3Xod_iQ,no thanks
2020-10-06,ccpD3Xod_iQ,if it were cheaper i recently sold my zoe and bought an 8 year old petrol sports car after 3 years  it was good if a bit dull to drive and look at i usually buy cars about five years old and i think once they have depreciated a bit they will be great buys because theres so little to go wrong love peugeot interiors these days i would have this over the petrol or diesel version every day
2020-10-06,ccpD3Xod_iQ,roger unwin petrol version will be worth a couple of quid in a few years  wouldnt touch them or diesel now no matter what theyre finished as brand new cars  only if you want to run one second hand
2020-10-06,ccpD3Xod_iQ,if these were sold in canada i would definitely take the electric over a petrol or diesel version the total cost of ownership will be cheaper in the electric
2020-10-06,ccpD3Xod_iQ,"absolutely 100 for sure
ive only been an ev driver for about 8 months in a 4 years old leaf but i would have no hesitation in recommending an ev to anyone looking for a change of car  they are so quiet and relaxing to drive yet have such instant acceleration in  around town where it can be really helpful plus even compared to the 55mpg prius hybrid i had before my fuel cost is about a 14 of what i was spending on petrol  and im not even on the cheapest electricity tariff either
evs are absolutely the way forward 
my only caveat would be get something with around a 200 mile wltp range as the driver will need a comfort break before the battery is empty  my 100 mile leaf is just a little compromised on a longer motorway trip not unusable by any means but longer trips just need a bit more wheretochargeonroute planning"
2020-10-07,ccpD3Xod_iQ,me
2020-10-08,ccpD3Xod_iQ,"hell yes ive bought my last ice car from here on it will be evs

i wouldnt buy this particular ev the id3 suits me better but that wasnt what you asked"
2020-10-08,ccpD3Xod_iQ,i can  feel the true happiness that u expressed  258for that mobile phone holding  practical  clever design love frm india 
2020-10-16,ccpD3Xod_iQ,robsmith1a im curious to know what sports car you bought  the zoe is a great car but pretty much everything is sportier i imagine
2020-10-16,ccpD3Xod_iQ,eoghanfla6343 i bought a mercedes slk 62 reg i like having the glass roof as well as it being convertible and it is pretty good looking to my eyes i know a lot of hard core petrolheads find it a little soft but each to his or her own
2020-11-27,ccpD3Xod_iQ,no costs far more than the petrol version and importantly charging times and availability of charging points is a dealbreaker for now  of course charging technology will improve although consider how queues build up at busy petrol stations then imagine how much worse it will be when each ecar needs at least 5 minutes to fuel up  charging over night at home doesnt sound viable for people living in flats or those without drivewaysgarages
2020-12-24,ccpD3Xod_iQ,"
                                                                            not   not   not          peugenot




"
2021-02-11,ccpD3Xod_iQ,me i should get my gt premium on 1st march cant wait
2021-02-11,ccpD3Xod_iQ,roger unwin people who buy this like me wouldnt buy a petrol or diesel version wed buy a different electric car
2021-10-16,ccpD3Xod_iQ,rory dont ask petrol heads stupid questions
2022-02-17,ccpD3Xod_iQ,roger unwin with petroldiesel and maintenance cost over the life of the car it would be much cheaper
2022-03-16,ccpD3Xod_iQ,couild i drive across europe id be worried about finding charging ports
2022-09-04,ccpD3Xod_iQ,im really liking this  yes i would definitely buy one the id3is too plasticy the model 3 too bland
2024-07-01,ccpD3Xod_iQ,i was sold on the citroen e c4 before this car
2024-06-19,ccpD3Xod_iQ,i quite like the steering wheel
2024-03-05,ccpD3Xod_iQ,didnt show if the back seats fold down flat or stick up which is annoying when requiring a flat storage area
2024-02-12,ccpD3Xod_iQ,this is absolutely junk it only does 50 of stated range falls apart and you waste your money this is from my experience and the financial ombudsman agreed do not purchase and waste your money
2024-01-10,ccpD3Xod_iQ,"you are lucky to have rory auto trader 
good car then but i doubt its 200 mile range so i cant consider getting one also what about servicing it can a normal mechanic service one"
2023-08-27,ccpD3Xod_iQ,rory excellent job on this review  i have never before commented on a review before but this one is excellent  not sure if i will purchase an e2008 but the information given is concise and helpful  very impressed by your style an knowledge of your subject  thank you
2023-06-17,ccpD3Xod_iQ,ive got a 125 mile round trip motorway commute  is this car capable of this
2023-05-01,ccpD3Xod_iQ,"not everybody has 60000 to spend on a car
very true but even if you do have the money not everybody wants to spend 60000 on a car
if thats the thing that makes you happy go for it but to many people a car is a practical object to get you from a to b so if you can do that safely in comfort and quick enough in a nice looking car that costs half of that amount theres really no need to spend more"
2023-03-07,ccpD3Xod_iQ,love thisthankyou ive decided to go for 1
2023-03-01,ccpD3Xod_iQ,my wife has just got one as her work car and after driving it for a few weeks id agree with everything he says
2022-11-17,ccpD3Xod_iQ,first time ive seen one of your reviews and im impressed with your no nonsense straight to the point review great work
2022-10-26,ccpD3Xod_iQ,this is an older video would you say it still makes sense to buy this car at the moment or are there many better options for the price thanks
2022-10-20,ccpD3Xod_iQ,how do you reach the control to reinitiate tyre pressure it just doesnt seem to exist the control panels are so difficult to use
2022-09-06,ccpD3Xod_iQ,wish this was in anerica
2022-08-07,ccpD3Xod_iQ,anyone know if peugeot  use a lfp battery in the e208 and e2008
2022-04-18,ccpD3Xod_iQ,060 in 9 seconds pathetic piece of crap my 1990 mini van was faster and this is new electric car  thank god there is tesla
2022-04-11,ccpD3Xod_iQ,great review one of my favourite car reviewers easily can you review the new peugeot 308
2022-03-27,ccpD3Xod_iQ,i love the small steering wheel i went from a peugeot to a seat and instantly missed the small wheel not sure what it is it feels more responsive and alive also the puretech engine takes some beating far better than most tsi engines that seem rather lethargic
2022-03-21,ccpD3Xod_iQ,its an octagon
2022-03-11,ccpD3Xod_iQ,cheers
2022-03-08,ccpD3Xod_iQ,that instrument visual problem suddenly the old citroen one spoke steering wheel becomes a stroke of genius also the steering wheel in the original c4 with the fixed centre makes it so much easier to find the controls if your wheel is turned or turning but i have to say i tried the peugeot steering wheel and loved it for handling
2022-03-03,ccpD3Xod_iQ,i like that fact that rory isnt scared to give the car a good caning thru the  corners very informative
2022-02-22,ccpD3Xod_iQ,so which would you buy the e 2008 or the citroen e c4  or something else in this price range cheers
2021-12-11,ccpD3Xod_iQ,wheres the cd player
2021-11-27,ccpD3Xod_iQ,just picked our up love it
2021-11-24,ccpD3Xod_iQ,the dash is messed up being so low the buttons looks terrible thanks for the cover
2021-11-23,ccpD3Xod_iQ,"some thoughts
1 must be nice to have money for this sort of thing
2 regen braking once you lift off fine but do remember your brake lights are poking the driver behind you into defensive action every time you consciously or unconsciously do that which i can say from experience is exhausting
regarding that i feel as though there should be three types of brake light on every new car slowing downregen just left  right brake lights braking including the top bar crash stop left  right top bar rapidly blinking
3 this guy could sell me anything which is kinda scary now i think about it"
2021-11-15,ccpD3Xod_iQ,never had a problem with this ridiculous cant see the cluster rubbishjust put the seat upit does go upthen look over the top of the steering wheel  bloody motoring journos
2021-11-13,ccpD3Xod_iQ,its better than hyundai but does not sell in usa
2021-10-07,ccpD3Xod_iQ,stopping the car by lifting off the throttle sounds dangerous to me you might end up getting rear ended also the instrument cluster might be mounted low to keep stray light away
2021-11-15,ccpD3Xod_iQ,the brake lights illuminate when the regen braking is functioning
2021-12-28,ccpD3Xod_iQ,brianom2hh hi are you sure i was under the impression that the brake lights do not illuminate when using regenerative braking thanks
2021-09-27,ccpD3Xod_iQ,thanks great review covered everything i wanted to know
2021-09-25,ccpD3Xod_iQ,the sad part of being an american is that we dont get these at all here the new peugeots look absolutely amazing and this looks like a nice run around car for the everyday
2021-09-24,ccpD3Xod_iQ,just needs a bigger range
2021-09-15,ccpD3Xod_iQ,the first suv that looks smaller than a mini
2021-09-15,ccpD3Xod_iQ,"mktg dept sales income is always getting lower and lower ok we automakers succeeded in fooling the customers into buying suvs which are just much overpriced hatches but how can we squeeze a little more customerjuice out of aftersales

design dept mmh lets put expensive leds in the most accident vulnerable place the front bumper corners our bodyshop partners will be happier too

mktg dept good idea and clients will find them very cool"
2021-08-30,ccpD3Xod_iQ,is it just me or is he actually driving very fast it feels like the video is on fast playback 
2021-08-18,ccpD3Xod_iQ,cant decide between this cheap ioniq5 cool as f skoda good all round
2021-08-08,ccpD3Xod_iQ,"too expensive and too small i drive a mondeo that genuinely gets 55mpg average and 63mpg on long runs fully loaded  i paid 15k with 10k miles on the clock

where is the affordable ev competitor  car companies and buyers were wrong to ditch big saloonhatch cars for small cars on high suspension you know the pretend suvs  mondeo destroys kuga in everyway and most manufacturers are the same"
2021-08-03,ccpD3Xod_iQ,why do i choose this channel over carwow definitely the reviewers attitude
2021-07-19,ccpD3Xod_iQ,nice awes0me c00l_                            
2021-07-12,ccpD3Xod_iQ,i prefer to change gear i dont want to drive a washing machine motor
2021-11-15,ccpD3Xod_iQ,and i dont drive a car which only uses 30 of the energy you pay for when you fill it up my washing machine motor can get me 300 or so miles for 7 or 8
2021-06-30,ccpD3Xod_iQ,so electric cars dont have stopstart
2021-11-15,ccpD3Xod_iQ,no
2021-06-29,ccpD3Xod_iQ,that steering  wheel is very easy to hold with the grips designed to fit your hand    its in the older peugeot  3008 and its really nice so theyve obviously just put it into the  e 2008 rather than any design error   nice review
2021-06-21,ccpD3Xod_iQ,the wheel has been that way a long time for peugeot cars and therefore seems very much intentional not as an ad hoc fix for low instruments
2021-05-25,ccpD3Xod_iQ,my nokia has android 
2021-05-22,ccpD3Xod_iQ,i love the eu and ive always been a remainer but i dont get why people keep getting the eu flag on number plates
2021-03-31,ccpD3Xod_iQ,theyve just cut the price
2021-03-14,ccpD3Xod_iQ,pity he didnt bother changing the height of his seat  utter nonsense about the buttons  but then i have a 3008
2021-02-19,ccpD3Xod_iQ,he ha at 330 he says about peugeot messing up on the display being too low i agree with him
2022-01-13,ccpD3Xod_iQ,so youre short
2021-02-09,ccpD3Xod_iQ,"you should try tata nexon
an indian maid electric company suv"
2021-02-09,ccpD3Xod_iQ,on the other hand if you want the same thing but in a  much more familiar and conservative format go for the vauxhall mokka e right
2021-01-22,ccpD3Xod_iQ,455 nokia run android these days
2021-01-21,ccpD3Xod_iQ,from australia bits and bobs ha ha perfect description for crap you put in your car you never use
2021-01-17,ccpD3Xod_iQ,any ev that dont hit the 250 mark in range really makes me resist purchasing that vehicle good thing my niro gets 268 on a full charge
2021-06-03,ccpD3Xod_iQ,id be happy with most cars over 180miles of range having been driving evs for a couple of years now that said i love that i got 256 miles out of my zoe 50 the other day never have to worry about charging that thing
2021-01-07,ccpD3Xod_iQ,the idea that there arent that many electric suvs i find that quite strange theres only a single 1 electric wagonestate available in europe and thats only in the uk for now so as family cars go all cars except one are suvs
2020-12-29,ccpD3Xod_iQ,"my review gt version nice interior nice steering wheel pretty good handling but far from what i would expect from a gt but
terrible media sound i would not even call this sound some babble real range is way smaller than declared yep eco driving and this french look i do not like it at all"
2020-12-23,ccpD3Xod_iQ,"i have taken delivery of this car this week and have jotted down some things that annoy me

 ev charger wont pull out if you dont do it immediately after unlocking if you fail you then have to close all doors and the boot lock the car and unlock it again a nightmare if you have kids or passengers 
 bottom of doors inside the car get dirty  water makes its way in somehow
 kwph graph on the infotainment totally pointless as its y axis scale goes to 120kwh per mile stupid as youll only ever get between 25 so the graph is miniature and therefore pointless 
 mypeugeot app took ages to connect  like a week and its an incredibly clunky process 
 apple carplay cancels any radio station youre listening to and just sits there in silence until you go all the way through settings and find radio again
 no setting for defaul blower speed so it always comes on max which is both loud and unpleasant trying to change it is a real faff with all the touchscreen ui 
 water runs in boot if you open it whilst the car is wet
 cant set pre condition temperature  so even after i got the app working you cant select a temperature youd like to set the car decides for you usually around 22 degrees so much for setting it to be like a fridge when youre 10 mins away from your car and its 38 degrees outside"
2020-12-15,ccpD3Xod_iQ,nice video myself i have an electric volkswagen and i am looking for a new ev thanks for sharing this video its very informative i also thought i will share where i found good quality and affordable ev cables compared with other companies i found this one the best  httpsevchargepluscom
2020-12-01,ccpD3Xod_iQ,there arent that many electric suvs really almost all of the new emerging electric cars are suvs we have small electric cars and suvs if the car industry does not know there are people like me who need more space that an eup or zoe and hate all suvs so please make an estate thank you
2020-11-21,ccpD3Xod_iQ,"peugeot e208 and e2008 electric systems how it works guide
 "
2020-11-21,ccpD3Xod_iQ,peugeot e208 and e2008 electric systems 
2020-11-19,ccpD3Xod_iQ,httpsyoutubeien6djvehvq watch this video showing the braking system feature
2020-11-19,ccpD3Xod_iQ,youre wrong with the steering wheel mate you need to adjust the seat height in line with the steering wheel its not like your normal steering wheel im a driving instructor and none of my pupils have any difficulty seeing all the instruments once the seat and steering are positioned it is true that the steering wheel might be a bit lower than normal but it works fine and again my pupils love the lower wheel positioning i have the smaller 208 but the principal is still the same
2020-11-19,ccpD3Xod_iQ,theyre too terrified to look down at the instruments
2020-11-19,ccpD3Xod_iQ,autotradertv ahaand the steering wheel makes a great grab rail as well
2020-11-09,ccpD3Xod_iQ,i have the 2008 eat 8 12l gt line and love it get so many compliments
2020-11-01,ccpD3Xod_iQ,rory where did you get the 300 nm  figure from   134 bhp  136 ps  100 kw  and it is 192 lbft  which is 260nm   you are right to question the range  just a driver no luggage and in eco with ac off and good back roads and you can get over 200 miles  take it up 70 mph roads put people and stuff in it and you are going to be charging before 140 miles with 10 miles range available if you are lucky
2020-10-23,ccpD3Xod_iQ,yeah this is a shit car get a tesla
2020-10-21,ccpD3Xod_iQ,can you lose the annoying music
2020-10-20,ccpD3Xod_iQ,only just under 30k and its french  next 
2020-10-18,ccpD3Xod_iQ,rory your videos are so slick made a boring car look and sound like i want it nice review first on this car too 
2020-10-17,ccpD3Xod_iQ,are french cars getting competitively good or are they still cheap quality compared to foreign brands
2020-11-12,ccpD3Xod_iQ,what 
2020-11-12,ccpD3Xod_iQ,maxd7718 the french cars are they more reliable than before are they better built than before
2020-10-15,ccpD3Xod_iQ,"
                                                                      not   not   not         peugenot


"
2020-12-08,ccpD3Xod_iQ,"
                                                          not
not   not     ben lopeznot"
2020-10-14,ccpD3Xod_iQ,too small for family imho waiting dor next gen 3008 bev
2020-10-13,ccpD3Xod_iQ,imagine forgetting to charge your car overnight haha
2021-11-15,ccpD3Xod_iQ,you wouldnt need to charge it every night once a week probably do you forget to put petrol in your car
2021-11-15,ccpD3Xod_iQ,brianom2hh sometimes not to the point of running out completely but forgetting the night before and then rushing in the morning thank god it only take 5 minutes
2020-10-12,ccpD3Xod_iQ,peugeot is on a roll
2021-11-15,ccpD3Xod_iQ,not with me theyre not if they gave me a new car id feel insulted and give it to someone else  peugeot never again
2021-11-17,ccpD3Xod_iQ,brianom2hh lmao poor guy
